State_FIPS,State_Name,CPUMA0010,PUMA,GEOID,GISJOIN,PUMA_Name
04,Arizona,33,00803,0400803,G04000803,Pinal County (North)--Apache Junction City
04,Arizona,33,00805,0400805,G04000805,"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities"
04,Arizona,33,00807,0400807,G04000807,"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities"
04,Arizona,33,00900,0400900,G04000900,Cochise & Santa Cruz Counties--Sierra Vista City
05,Arkansas,34,00100,0500100,G05000100,Benton County
05,Arkansas,35,00200,0500200,G05000200,Washington County
05,Arkansas,36,00300,0500300,G05000300,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties"
05,Arkansas,37,00400,0500400,G05000400,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties"
05,Arkansas,38,00500,0500500,G05000500,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties"
05,Arkansas,38,00600,0500600,G05000600,"Crittenden, Mississippi & Craighead (East) Counties"
05,Arkansas,39,00700,0500700,G05000700,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties"
05,Arkansas,39,00800,0500800,G05000800,"White, Jackson, Prairie & Woodruff Counties"
05,Arkansas,40,00900,0500900,G05000900,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities"
05,Arkansas,40,01000,0501000,G05001000,Pulaski County (Central)--Little Rock City
05,Arkansas,41,01100,0501100,G05001100,Faulkner & Lonoke Counties
05,Arkansas,41,01200,0501200,G05001200,Saline County
05,Arkansas,42,01300,0501300,G05001300,"Pope, Johnson, Yell, Conway & Perry Counties"
05,Arkansas,43,01400,0501400,G05001400,Sebastian & Crawford Counties
05,Arkansas,44,01500,0501500,G05001500,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties"
05,Arkansas,45,01600,0501600,G05001600,"Garland, Hot Spring, Clark & Montgomery Counties"
05,Arkansas,46,01700,0501700,G05001700,"Jefferson, Grant & Arkansas (Northwest) Counties"
05,Arkansas,46,01800,0501800,G05001800,Southeast Arkansas
05,Arkansas,47,01900,0501900,G05001900,South Central Arkansas
05,Arkansas,48,02000,0502000,G05002000,Southwest Arkansas
06,California,49,00101,0600101,G06000101,Alameda County (North)--Berkeley & Albany Cities
06,California,50,00102,0600102,G06000102,Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities
06,California,51,00103,0600103,G06000103,Alameda County (Northeast)--Oakland (East) & Piedmont Cities
06,California,52,00104,0600104,G06000104,Alameda County (North Central)--Oakland City (South Central)
06,California,53,00105,0600105,G06000105,"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities"
06,California,54,00106,0600106,G06000106,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland"
06,California,55,00107,0600107,G06000107,Alameda County (Central)--Hayward City
06,California,56,00108,0600108,G06000108,"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities"
06,California,57,00109,0600109,G06000109,Alameda County (South Central)--Fremont City (East)
06,California,58,00110,0600110,G06000110,"Alameda County (East)--Livermore, Pleasanton & Dublin Cities"
06,California,59,00300,0600300,G06000300,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties"
06,California,60,00701,0600701,G06000701,Butte County (Northwest)--Chico City
06,California,60,00702,0600702,G06000702,Butte County (Southeast)--Oroville City & Paradise Town
06,California,61,01100,0601100,G06001100,"Colusa, Glenn, Tehama & Trinity Counties"
06,California,62,01301,0601301,G06001301,Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities
06,California,62,01302,0601302,G06001302,"Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites"
06,California,62,01303,0601303,G06001303,"Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities"
06,California,62,01304,0601304,G06001304,"Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town"
06,California,62,01305,0601305,G06001305,Contra Costa County (South)--San Ramon City & Danville Town
06,California,62,01306,0601306,G06001306,"Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities"
06,California,62,01307,0601307,G06001307,Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities
06,California,62,01308,0601308,G06001308,Contra Costa County (Northeast)--Antioch City
06,California,62,01309,0601309,G06001309,Contra Costa County (East)--Brentwood & Oakley Cities
06,California,63,01500,0601500,G06001500,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties"
06,California,63,05700,0605700,G06005700,Nevada & Sierra Counties
06,California,64,01700,0601700,G06001700,El Dorado County--El Dorado Hills
06,California,65,01901,0601901,G06001901,"Fresno County (West)--Selma, Kerman & Coalinga Cities"
06,California,65,01902,0601902,G06001902,Fresno County (North Central)--Fresno City (North)
06,California,65,01903,0601903,G06001903,Fresno County (Central)--Fresno City (East Central)
06,California,65,01904,0601904,G06001904,Fresno County (Central)--Fresno City (Southwest)
06,California,65,01905,0601905,G06001905,Fresno County (Central)--Fresno City (Southeast)
06,California,65,01906,0601906,G06001906,Fresno County (Central)--Clovis City
06,California,65,01907,0601907,G06001907,"Fresno County (East)--Sanger, Reedley & Parlier Cities"
06,California,66,02300,0602300,G06002300,Humboldt County
06,California,67,02500,0602500,G06002500,Imperial County--El Centro City
06,California,68,02901,0602901,G06002901,"Kern County (West)--Delano, Wasco & Shafter Cities"
06,California,68,02902,0602902,G06002902,Kern County (Central)--Bakersfield City (West)
06,California,68,02903,0602903,G06002903,Kern County (Central)--Bakersfield City (Northeast)
06,California,68,02904,0602904,G06002904,Kern County (Central)--Bakersfield City (Southeast)
06,California,68,02905,0602905,G06002905,"Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities"
06,California,69,03100,0603100,G06003100,Kings County--Hanford City
06,California,70,03300,0603300,G06003300,Lake & Mendocino Counties
06,California,71,03701,0603701,G06003701,Los Angeles County (North/Unincorporated)--Castaic
06,California,71,03702,0603702,G06003702,Los Angeles County (Northwest)--Santa Clarita City
06,California,71,03703,0603703,G06003703,Los Angeles County (North Central)--Lancaster City
06,California,71,03704,0603704,G06003704,Los Angeles County (North Central)--Palmdale City
06,California,72,03705,0603705,G06003705,Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch)
06,California,72,03706,0603706,G06003706,Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar)
06,California,72,03707,0603707,G06003707,Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities
06,California,72,03723,0603723,G06003723,Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City)
06,California,72,03724,0603724,G06003724,Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana)
06,California,72,03725,0603725,G06003725,"Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills)"
06,California,72,03726,0603726,G06003726,"Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
06,California,72,03727,0603727,G06003727,Los Angeles County (Central)--LA City (Central/Pacific Palisades)
06,California,73,03708,0603708,G06003708,"Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga)"
06,California,74,03709,0603709,G06003709,Los Angeles County (Central)--San Gabriel Valley Region (North)
06,California,74,03710,0603710,G06003710,"Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities"
06,California,74,03713,0603713,G06003713,Los Angeles County (East Central)--Covina & Walnut Cities
06,California,74,03715,0603715,G06003715,Los Angeles County (East Central)--West Covina City
06,California,74,03716,0603716,G06003716,Los Angeles County (East Central)--La Puente & Industry Cities
06,California,74,03717,0603717,G06003717,"Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities"
06,California,74,03718,0603718,G06003718,Los Angeles County (Central)--Pasadena City
06,California,74,03737,0603737,G06003737,Los Angeles County (Central)--Monterey Park & Rosemead Cities
06,California,74,03738,0603738,G06003738,Los Angeles County (Central)--El Monte & South El Monte Cities
06,California,75,03711,0603711,G06003711,"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities"
06,California,75,03712,0603712,G06003712,Los Angeles County (East Central)--Pomona City
06,California,76,03714,0603714,G06003714,"Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights"
06,California,77,03719,0603719,G06003719,Los Angeles County (Central)--Glendale City
06,California,78,03720,0603720,G06003720,Los Angeles County (Central)--Burbank City
06,California,78,03734,0603734,G06003734,"Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake)"
06,California,78,03735,0603735,G06003735,"Los Angeles County--LA City (Mount Washington, Highland Park & Glassell Park)"
06,California,78,03736,0603736,G06003736,Los Angeles County (Central)--Alhambra & South Pasadena Cities
06,California,78,03744,0603744,G06003744,Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights)
06,California,79,03721,0603721,G06003721,Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village)
06,California,80,03722,0603722,G06003722,Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks)
06,California,81,03728,0603728,G06003728,Los Angeles County (Southwest)--Santa Monica City
06,California,81,03729,0603729,G06003729,Los Angeles County (West Central)--LA City (West Central/Westwood & West Los Angeles)
06,California,81,03731,0603731,G06003731,Los Angeles County (Central)--West Hollywood & Beverly Hills Cities
06,California,81,03732,0603732,G06003732,Los Angeles County (Central)--LA City (East Central/Hollywood)
06,California,81,03748,0603748,G06003748,Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities
06,California,82,03730,0603730,G06003730,Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire)
06,California,83,03733,0603733,G06003733,Los Angeles County (Central)--LA City (Central/Koreatown)
06,California,84,03739,0603739,G06003739,Los Angeles County (Southeast)--Whittier City & Hacienda Heights
06,California,84,03754,0603754,G06003754,Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities
06,California,85,03740,0603740,G06003740,Los Angeles County (Central)--Pico Rivera & Montebello Cities
06,California,86,03741,0603741,G06003741,"Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
06,California,86,03742,0603742,G06003742,"Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park"
06,California,86,03752,0603752,G06003752,Los Angeles County (South)--South Gate & Lynwood Cities
06,California,87,03743,0603743,G06003743,Los Angeles County (Central)--East Los Angeles
06,California,88,03745,0603745,G06003745,Los Angeles County (Central)--LA City (Southeast/East Vernon)
06,California,88,03750,0603750,G06003750,Los Angeles County (South Central)--LA City (South Central/Westmont)
06,California,88,03751,0603751,G06003751,Los Angeles County (South Central)--LA City (South Central/Watts)
06,California,89,03746,0603746,G06003746,Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park)
06,California,90,03747,0603747,G06003747,Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills)
06,California,91,03749,0603749,G06003749,Los Angeles County (Central)--Inglewood City
06,California,91,03759,0603759,G06003759,Los Angeles County (South Central)--Hawthorne City
06,California,92,03753,0603753,G06003753,Los Angeles County (South)--Downey City
06,California,92,03755,0603755,G06003755,Los Angeles County (Southeast)--Norwalk City
06,California,92,03756,0603756,G06003756,Los Angeles County (Southeast)--Bellflower & Paramount Cities
06,California,93,03757,0603757,G06003757,Los Angeles County (South Central)--Compton City & West Rancho Dominguez
06,California,94,03758,0603758,G06003758,"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens"
06,California,94,03767,0603767,G06003767,Los Angeles County (South)--LA City (South/San Pedro)
06,California,95,03760,0603760,G06003760,"Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities"
06,California,96,03761,0603761,G06003761,Los Angeles County (South Central)--Torrance City
06,California,96,03766,0603766,G06003766,Los Angeles County (South)--Long Beach City (Southwest & Port)
06,California,96,03768,0603768,G06003768,Los Angeles County (Southwest)--Palos Verdes Peninsula
06,California,96,03769,0603769,G06003769,Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities
06,California,97,03762,0603762,G06003762,Los Angeles County (South Central)--Carson City
06,California,98,03763,0603763,G06003763,Los Angeles County (South Central)--Long Beach City (North)
06,California,99,03764,0603764,G06003764,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities"
06,California,99,03765,0603765,G06003765,Los Angeles County (Southeast)--Long Beach City (East)
06,California,100,03900,0603900,G06003900,Madera County--Madera City
06,California,101,04101,0604101,G06004101,Marin County (North & West)--Novato & San Rafael (North) Cities
06,California,102,04102,0604102,G06004102,"Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities"
06,California,103,04701,0604701,G06004701,Merced County (West & South)--Los Banos & Livingston Cities
06,California,103,04702,0604702,G06004702,Merced County (Northeast)--Merced & Atwater Cities
06,California,104,05301,0605301,G06005301,"Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities"
06,California,104,05302,0605302,G06005302,Monterey County (Northeast)--Salinas City
06,California,104,05303,0605303,G06005303,Monterey (South & East) & San Benito Counties
06,California,105,05500,0605500,G06005500,Napa County--Napa City
06,California,106,05901,0605901,G06005901,"Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities"
06,California,106,05903,0605903,G06005903,"Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities"
06,California,106,05904,0605904,G06005904,Orange County (Central)--Irvine City (Central)
06,California,106,05905,0605905,G06005905,"Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado"
06,California,106,05906,0605906,G06005906,"Orange County (North)--Yorba Linda, La Habra & Brea Cities"
06,California,106,05907,0605907,G06005907,Orange County (North Central)--Fullerton & Placentia Cities
06,California,106,05908,0605908,G06005908,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities"
06,California,106,05909,0605909,G06005909,Orange County (North Central)--Anaheim City (West)
06,California,106,05910,0605910,G06005910,Orange County (North Central)--Anaheim City (East)
06,California,106,05911,0605911,G06005911,Orange County (Central)--Orange & Villa Park Cities
06,California,106,05912,0605912,G06005912,"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities"
06,California,106,05913,0605913,G06005913,Orange County (Northwest)--Garden Grove City (East)
06,California,106,05914,0605914,G06005914,Orange County (Northwest)--Huntington Beach City
06,California,106,05916,0605916,G06005916,Orange County (Central)--Santa Ana City (West)
06,California,106,05917,0605917,G06005917,Orange County (Central)--Santa Ana City (East)
06,California,106,05918,0605918,G06005918,Orange County (Central)--Costa Mesa & Fountain Valley Cities
06,California,107,05902,0605902,G06005902,Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities
06,California,107,05915,0605915,G06005915,Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch
06,California,108,06101,0606101,G06006101,Placer County (Southwest)--Roseville City
06,California,108,06102,0606102,G06006102,"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town"
06,California,108,06103,0606103,G06006103,Placer County (East/High Country Region)--Auburn & Colfax Cities
06,California,109,06501,0606501,G06006501,"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities"
06,California,109,06502,0606502,G06006502,"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities"
06,California,109,06515,0606515,G06006515,"Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities"
06,California,110,06503,0606503,G06006503,Riverside County (Southwest)--Temecula City
06,California,110,06504,0606504,G06006504,Riverside County (Southwest)--Murrieta & Wildomar Cities
06,California,110,06505,0606505,G06006505,"Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities"
06,California,110,06506,0606506,G06006506,Riverside County (Southwest)--Hemet City & East Hemet
06,California,110,06507,0606507,G06006507,"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities"
06,California,110,06508,0606508,G06006508,Riverside County (Northwest)--Moreno Valley City
06,California,110,06509,0606509,G06006509,"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley"
06,California,110,06510,0606510,G06006510,Riverside County (Northwest)--Riverside City (East)
06,California,110,06511,0606511,G06006511,Riverside County (Northwest)--Riverside City (West)
06,California,110,06512,0606512,G06006512,"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens"
06,California,110,06513,0606513,G06006513,Riverside County (West Central)--Corona (Northwest) & Norco Cities
06,California,110,06514,0606514,G06006514,Riverside County (Northwest)--Jurupa Valley & Eastvale Cities
06,California,111,06701,0606701,G06006701,Sacramento County (North Central)--Citrus Heights City
06,California,112,06702,0606702,G06006702,Sacramento County (Central)--Rancho Cordova City
06,California,112,06703,0606703,G06006703,"Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)"
06,California,112,06704,0606704,G06006704,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park"
06,California,112,06705,0606705,G06006705,Sacramento County (Northwest)--Sacramento City (Northwest/Natomas)
06,California,112,06706,0606706,G06006706,"Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda"
06,California,112,06707,0606707,G06006707,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown)
06,California,112,06708,0606708,G06006708,"Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)"
06,California,112,06709,0606709,G06006709,"Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)"
06,California,112,06710,0606710,G06006710,Sacramento County (Central)--Elk Grove City
06,California,112,06711,0606711,G06006711,"Sacramento County (South)--Galt, Isleton Cities & Delta Region"
06,California,112,06712,0606712,G06006712,"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)"
06,California,113,07101,0607101,G06007101,San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities
06,California,113,07102,0607102,G06007102,San Bernardino County (West Central)--Victorville & Adelanto Cities
06,California,113,07103,0607103,G06007103,San Bernardino County (West Central)--Hesperia City & Apple Valley Town
06,California,113,07104,0607104,G06007104,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City"
06,California,113,07105,0607105,G06007105,San Bernardino County (Southwest)--Redlands & Yucaipa Cities
06,California,113,07106,0607106,G06007106,"San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities"
06,California,113,07107,0607107,G06007107,San Bernardino County (Southwest)--San Bernardino City (East)
06,California,113,07108,0607108,G06007108,San Bernardino County (Southwest)--San Bernardino City (West)
06,California,113,07109,0607109,G06007109,San Bernardino County (Southwest)--Rialto City
06,California,113,07110,0607110,G06007110,San Bernardino County (Southwest)--Fontana City (East)
06,California,113,07111,0607111,G06007111,San Bernardino County (Southwest)--Rancho Cucamonga City
06,California,113,07115,0607115,G06007115,San Bernardino County (Southwest)--Fontana City (West)
06,California,114,07112,0607112,G06007112,San Bernardino County (Southwest)--Upland & Montclair Cities
06,California,114,07113,0607113,G06007113,San Bernardino County (Southwest)--Ontario City
06,California,114,07114,0607114,G06007114,San Bernardino County (Southwest)--Chino & Chino Hills Cities
06,California,115,07301,0607301,G06007301,San Diego County (Northwest)--Oceanside City & Camp Pendleton
06,California,115,07302,0607302,G06007302,"San Diego County (North & East)--Fallbrook, Alpine & Valley Center"
06,California,115,07303,0607303,G06007303,San Diego County (Northwest)--Vista City
06,California,115,07305,0607305,G06007305,San Diego County (Northwest)--San Marcos & Escondido (West) Cities
06,California,115,07306,0607306,G06007306,San Diego County (Northwest)--Escondido City (East)
06,California,115,07307,0607307,G06007307,"San Diego County (Central)--Lakeside, Winter Gardens & Ramona"
06,California,115,07319,0607319,G06007319,"San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley"
06,California,116,07304,0607304,G06007304,San Diego County (Northwest)--Carlsbad City
06,California,116,07308,0607308,G06007308,San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities
06,California,116,07309,0607309,G06007309,San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities
06,California,117,07310,0607310,G06007310,San Diego County (West)--San Diego City (Southwest/Central Coastal)
06,California,117,07311,0607311,G06007311,San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa)
06,California,117,07312,0607312,G06007312,San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights)
06,California,117,07316,0607316,G06007316,San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park)
06,California,118,07313,0607313,G06007313,San Diego County (Central)--El Cajon & Santee Cities
06,California,118,07314,0607314,G06007314,San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities
