,0,1,2,3
10,Travel Nurse (RN) - 13 week contract,MedPro Healthcare Staffing,"San Francisco, CA","MedPro is hiring Registered Nurses for immediate and future 13 week travel contracts in California and Nationwide. Specialties include DIALYSIS, ICU, MED SURG, TELE, ER, OR, LABOR and DELIVERY and more! MedPro is a company run by nurses, for nurses. As part of the MedPro team, you will enjoy competitive pay and a comprehensive set of benefits including health, life and disability insurance; matching 401(k); company-paid accommodations; travel reimbursement and more. In addition, all MedPro nurses will automatically become a part of the MedPro Experience personalized employee experience program that embraces and celebrates travel professionals!"
11,"Acute Care Nurse - Relocation to Oregon - $20,000 Bonus",PeaceHealth,"San Francisco, CA","Bring your nursing career to the beautiful Pacific Northwest! PeaceHealth is now offering relocation bonuses up to $20,000, competitive wages and professional development incentives.
 
 Enjoy big city amenities with a small-town feel in Eugene-Springfield! Located between the Cascade Mountains and the Pacific Ocean, we offer an adventure-driven community, the ability to explore spectacular waterfalls, walk the ocean beaches, raft and kayak, cycle through wine country or along miles of bicycle paths.
 
 Just 10 years old, our flagship hospital, Sacred Heart Medical Center at RiverBend, is located on the banks of the scenic McKenzie River in Springfield, OR and recognized as the 6th most beautiful hospital in the US.
 
 New Registered Nurse opportunities are available in: Med/Surg Specialties, Emergency, ICU, Perinatal, NICU, L&D, Perioperative Services, Operating Room, Cardiovascular OR, Behavioral Health, Float Pool and Care Management.
 
 Come join PeaceHealth, an organization dedicated to compassionate, excellent care and an active, integrated, exciting approach to safety.
 
 Our ideal candidates:
 One year of acute care experience as an RN*.
 Current Oregon RN licensure by hire date.
 Current BLS certification required.
 Specialty areas will have additional requirements.
 Value providing mission driven, not-for-profit healthcare.
 *Robust new grad residency program available."
12,"PICU Travel RN Needed in San Francisco, CA","24-Hour Medical Staffing Services, LLC","San Francisco, CA","24-Hour Medical Staffing Services, LLC is hiring a Pediatric Intensive Care Unit (PICU) Registered Nurse to join our growing team of healthcare professionals.  
 
 
 JOB OVERVIEW :
 
 Specialty:     Pediatric Intensive Care Unit (PICU)
 Salary:         $ 60 - $ 65 per hour
 Location:      San Francisco, CA
 Start Date:   A S A P
 Duration:     13 weeks (Possibility of extension based on performance)
 Shift:            Day 7AM - 7PM (12 hours per shift, 3 shifts per week)
 
 QUALIFICATIONS:
 
 Current California Registered Nurse (RN) License
 Must have at least 1 year of experience as Pediatric Intensive Care Unit (PICU) RN
 Travel Experience a plus
 Demonstrate the highest level of professionalism when interacting with patients, families, physicians, and hospital staff members
 Required Certification:
 BLS
 ACLS
 PALS
 
 BENEFITS:
 
 24-Hour Medical Staffing Services provides professional liability and workers compensation coverage
 Medical, Dental, and Vision Insurance 
 401K Retirement Plan with company match
 Weekly Pay and Direct Deposit 
 Referral Bonuses 
 
 
 Ask us about our referral program, and you could make up to $500 or more!"
13,RN - Rehab - Travel Contract,Accountable Healthcare Staffing,"San Francisco, CA","Registered Nurse (RN) - Adventure Awaits! Voted BEST PLACES TO WORK Modern Healthcare 2018 Accountable is leading the way in Travel Nursing - Run by Nurses for Nurses, we Care for the Caregiver. See why Thousands of Nurses are making the move!
We offer the highest quality benefits in the healthcare staffing industry.
Here are a few:
Higher pay than the industry average
Medical, Dental and Vision coverage beginning Day 1 of your contract for you and your family
Short Term Disability
Life and Pet insurance
As a distinguished market leader in the healthcare staffing industry with 29 office locations, Accountable Healthcare Staffing offers a challenging and supportive working environment, and strives to develop employees who can achieve their full potential. With thousands of Local positions available combined with Travel Assignments in all 50 States that are updated weekly, our experienced Recruiters can match you to what is best for you and your career path.
Our company was founded and is run by Healthcare Clinicians with over 30 plus years' experience in the Staffing community. We know first-hand what drives you to work with an agency partner - excellent pay, benefits, true support and flexibility. We operate in an atmosphere of integrity, respect and trust. We foster a culture of teamwork, inclusion and diversity in everything we pursue. Our values define who we are, underscore our commitment to clients and our healthcare professionals, and provide direction for everything we do. We offer above average compensation and benefits packages and always have your best interest in mind.
Quick apply for more information and to work out a custom comp plan built specifically for you. No matter where you want to go in your career, Accountable can get you there.
Not only do we think we are great company to work for, others do as well. We are proud to be named Best of Staffing for 2018 as well as Modern Healthcare's Best Places to Work.
Finally, a Company Caring for the Caregiver
 EEO/Minority/Female/Individuals with Disabilities/Sexual Orientation/Gender Identity/Veteran"
14,Medical Surgical Nurse - Travel - (MS RN),Onward HealthCare,"San Francisco, CA","Job Description & Requirements
Medical Surgical Nurse - (MS RN)
StartDate: ASAP Available Shifts: 12 D Pay Rate: $1543.00 - 1701.00

UCSF Medical Center is recognized throughout the world for innovative patient care, advanced technology and pioneering research. We are one of the nation's top 5 hospitals, according to an annual survey by U.S. News & World Report. For more than a century, we have offered the highest quality medical treatment.

Required Qualifications
1. Current CA RN License (#/expiration)
2. 2 years of experience
3. Travel experience
4. ACLS, BLS, ONS Chemo

Preferred Qualifications
1. Pediatric experience
2. Outpatient Hematology or Oncology experience strongly preferred

About the Facility
Recognized nationally as an innovator in the realm of patient care, this medical center offers worldclass care to residents living throughout the Bay Area. The facility is consistently ranked by US News and Report as one of the best hospitals in the nation and the hospital strives to offer truly comprehensive medical care in all facets of medicine. The facility has grown steadily since opening its doors and today spans almost six city blocks with its robust 600 beds. It receives 770,000 patient visits to its clinics and about 38,000 hospital admissions a year.

Facility Location
The “City by the Bay” is a favorite destination for travelers who thrive on fun, excitement and endless variety. Away from work, travelers have the chance to ferry across the bay to Alcatraz, explore Chinatown, stroll along the lively Embarcadero, drive through the wine country and, of course, feast on San Francisco’s famous cracked crab and sourdough bread.

Job Benefits
Onward Healthcare's travel nursing assignments typically last 13 weeks, and include:
Competitive pay rates and comprehensive benefits
Medical plans with dental and vision
Complimentary, high-quality private housing
401(k) and flex spending options
Life insurance
Accident and short-term disability coverage
Free continuing education (CE) courses
Travel allowances
Guaranteed pay program
Tuition discount program
Referral bonuses


About the Company
Onward Healthcare, an AMN Healthcare company, is a travel nursing company dedicated to moving our nurses careers ""onward and upward."" Our team of expert recruiters connect clinicians with exclusive travel nursing opportunities at the nation’s top hospitals and healthcare facilities. Onward's nursing assignments are part of a larger, comprehensive RN career development and consultation service. Onward/AMN Healthcare is an EEO/AA/Disability/Protected Veteran Employer.

Medical surgery nurse, medical surgery RN, med surg nurse, med surg RN, patient care, nurse, nursing, RN, R.N., registered nurse, healthcare, health care, hospital"
15,Medical Surgical Nurse - Travel - (MS RN),American Mobile Healthcare,"San Francisco, CA","Job Description & Requirements
Medical Surgical Nurse - (MS RN)
StartDate: ASAP Available Shifts: 12 D Pay Rate: $1543.00 - 1701.00

UCSF Medical Center is recognized throughout the world for innovative patient care, advanced technology and pioneering research. We are one of the nation's top 5 hospitals, according to an annual survey by U.S. News & World Report. For more than a century, we have offered the highest quality medical treatment.

Required Qualifications
1. Current CA RN License (#/expiration)
2. 2 years of experience
3. Travel experience
4. ACLS, BLS, ONS Chemo

Preferred Qualifications
1. Pediatric experience
2. Outpatient Hematology or Oncology experience strongly preferred

About the Facility
Recognized nationally as an innovator in the realm of patient care, this medical center offers worldclass care to residents living throughout the Bay Area. The facility is consistently ranked by US News and Report as one of the best hospitals in the nation and the hospital strives to offer truly comprehensive medical care in all facets of medicine. The facility has grown steadily since opening its doors and today spans almost six city blocks with its robust 600 beds. It receives 770,000 patient visits to its clinics and about 38,000 hospital admissions a year.

Facility Location
The “City by the Bay” is a favorite destination for travelers who thrive on fun, excitement and endless variety. Away from work, travelers have the chance to ferry across the bay to Alcatraz, explore Chinatown, stroll along the lively Embarcadero, drive through the wine country and, of course, feast on San Francisco’s famous cracked crab and sourdough bread.

Job Benefits
At American Mobile Healthcare we take care of our travelers! We offer:
Competitive pay rates
Free, quality, private housing
Medical, Dental, Vision
401(k) and Flex Spending
Life Insurance
Accident and Short-term Disability Coverage
Free Continuing Education
Refer a friend and earn extra cash!


About the Company
Since its inception in 1985, American Mobile Healthcare has set the highest standards in professional recruitment for the travel healthcare industry. Our professional staffing team offers unparalleled customer service and industry commitment, as well as top pay and benefits. American Mobile Healthcare is an EEO/AA/Disability/Protected Veteran Employer.  We encourage minority and female applicants to apply


Medical surgery nurse, medical surgery RN, med surg nurse, med surg RN, patient care, nurse, nursing, RN, R.N., registered nurse, healthcare, health care, hospital"
16,Registered Nurse (RN) - All Specialties - 13 week contracts,Jackson Nurse Professionals,"San Francisco, CA","Jackson Nurse Professionals has immediate contract opportunities in the San Francisco area. Get the travel RN jobs you want with top pay, 401K, housing, great benefits from day one and 24/7 recruiter access. Specialties include: ER, OR, ICU, CCU, Labor and Delivery (LD), Telemetry, Med Surg, CVOR, CVICU, Cath, PEDS, PACU and more…"
17,Intensive Care Unit Registered Nurse,Centra Healthcare,"Greenbrae, CA","Centra Healthcare Solutions is seeking an experienced Registered Nurse that is licensed or in the immediate process, and qualifies, of obtaining RN licensure in CA to work in Hospital in the specialty area of ICU.This is a 13 week assignmentThis is a Nights positionThe Registered Nurse assumes responsibility and accountability for incorporating the vision, values, mission and critical goals of the organization into their job performance.Minimum Requirements include:1 year of recent experience as a RN specializing in ICU in a(n) Hospital setting.Current RN license within the state of practice.Current certifications (if applicable, per facility requirement)About Centra:Centra Healthcare Solutions is a nationwide employment firm focusing on talented Nursing professionals.We have many dynamic positions with cutting edge programs throughout the entire United States and various settings to meet each healthcare professional's criteria.Benefits of a Local Contract or Travel Assignment through Centra:Highly competitive pay rates.401(k) plan.Direct deposit and weekly pay.CEU Reimbursement.A chance to explore new places and new opportunities throughout the United States.The opportunity to make sure that the career you choose is a good fit before committing to a permanent scenario.100 % coverage of the premiums of a comprehensive health insurance plan.Licensure reimbursement.Housing accommodations or a very competitive tax advantage plan(if you qualify).Flexibility of work schedule, including guaranteed hours(if applicable).Assignment completion bonuses(if applicable).Mileage reimbursement(if applicable).Please apply online for this fantastic opportunity or feel free to contact us at 1-800-535-0076. We look forward to assisting you in finding an optimal career."
18,Registered Nurse (RN) (New Center),"Octapharma Plasma, Inc.","Oakland, CA","Want to be a part of something exciting? Help Octapharma Plasma open our next Donor Center! At Octapharma Plasma you can channel your passion for helping others into a medical career that is fast-paced and personally and professionally rewarding.
We are seeking a Registered Nurse (RN) to join our growing biopharmaceutical company and assist in opening our newest Donor Center. At Octapharma Plasma you can channel your passion for helping others into a medical career that is fast-paced and personally and professionally rewarding. Recent medically trained graduates as well as experienced healthcare professionals are welcome to apply. We offer exciting career advancement opportunities throughout the country!
RN Registered Nurse - Pharmaceutical - Healthcare
Job Responsibilities
As a Registered Nurse on staff you are responsible for the medical evaluation of potential donors for automated plasmapheresis procedures. You will confirm donor suitability in a timely manner, consulting with a donor center physician as needed. You will provide limited emergency care including the administration of any medications or treatments in accordance with your certification, training and standard operating procedures.
Additional responsibilities of the RN role include:
Determining donor suitability of new applicants
Conducting evaluations to ensure criteria of normal plasma donors are met
Reviews medical histories and performs physical examinations
Maintains communication logs regarding any communications with the licensed physician regarding donor suitability
Reviews all normal and abnormal test results and determines continued donor eligibility
Counsels donors with abnormal test results and defers donors accordingly
 
 
  
 
 
 
 RN Registered Nurse - Pharmaceutical - Healthcare
Qualified candidates of this nursing role must be graduates of a recognized healthcare educational program. You must be organized, team-oriented, flexible and comfortable working with a diverse range of people in a very busy medical environment.
Other requirements of the RN role include:
Licensed as a Registered Nurse
Specific State licensing must be met per location
1+ year of hospital, field care or plasma center experience, preferred
Blood bank or plasma center experience, highly preferred
Must maintain current certification in CPR
Ability to educate donors, staff, and community regarding plasma donation program
Must possess basic computer knowledge and skills (Microsoft Word and Excel preferred)
RN Registered Nurse - Pharmaceutical - Healthcare
Benefits
At Octapharma Plasma we believe in our employees who have the passion and ability to make a difference to the quality of life of their communities. The individual growth and success of each and every employee at Octapharma Plasma is an integral part of our continued growth and success. We offer competitive compensation and a comprehensive benefits package.
Other benefits of the LPN/EMT role include:
Medical, Dental and Vision Insurance
Life Insurance
401(k) contribution and matching program
Flexible Spending Accounts
Tuition Reimbursement
Team-oriented environment
Recognition programs
 
 
 
 
 
 RN Registered Nurse - Pharmaceutical - Healthcare"
19,Med Surg Travel Nurse RN,Next Travel Nursing,"Walnut Creek, CA","Next Travel Nursing is seeking an experienced Med Surg RN for a travel nursing assignment in Walnut Creek, CA. The ideal candidate will have a minimum of 2 years of current Med Surg experience.
 
 Assignment Specifics
Estimated start date: ASAP
Location: Walnut Creek, CA
Shift: Nights
Hours per week: 36
Assignment length: 13 weeks
Assignment Requirements
Graduate from an accredited school of Nursing, BSN preferred
Minimum 2 years Med Surg experience
Current CA state licensure
BCLS required
ACLS preferred
Other credentials may be required by our client facility"
20,RN - OR in Redwood City,Premier Medical Staffing Services,"Redwood City, CA","Premier Medical Staffing Services has a great contract assignment for RN OR in Redwood City CA. The ideal candidate will possess a current CA license. This is a 7:30A-4:00P (8hrs) position. Includes great benefits! Apply online today with Premier Medical Staffing Services for this RN OR opportunity!
Premier is searching for an Ambassador of Healthcare like you!

Premier Medical Staffing Services is a company that prides itself in our core values of Personal Attention, Relationships, Empathy, More, Integrity, Excellence and Respect. Are you a compassionate staff member that is resilient, committed and has the desire to provide the highest level of care while being a true champion of our values? We are dedicated and determined to finding what's right for you. Now is your chance to become a member of our team!
Military Veterans, National Guard Reserve members, and Military Spouses are encouraged to apply.
Essentials for Employment
Possess strong commitment to patient care and patient health
Unrestricted State License or Certification
Minimum 1 year of experience
Unrestricted physical for lifting, pushing, pulling
Compliance with any other licensing or credentialing requirements
CPR Certification with the American Heart Association or equivalent approved by Premier
ACLS required with the American Heart Association for high acuity specialties
Fast Track to Your Next Adventure!
Supply 2 responsive supervisory references
Resume detailing 7 year work history
Physical completed within last 8 months
PPD with in last 8 months
MMR Titer or Record of 2 Immunizations
Employee Benefits
Weekly Pay Direct Deposit
Competitive Salaries and Bonuses
Employee Referral Program
Personal Career Consultant
CEU Program after 1040 hours worked
Clinical Support Resources
Emergency 24-Hour On-Call Support
Day 1 Health Insurance - Ask Recruiter about Eligibility
Dental Retirement program
We understand your jokes!
Visit our employee benefits page, premiermedstaffing.com/employee/prospective-employees/benefits/
Have you visited our YouTube channel? We highlight healthcare job openings and an insider look into our company. Watch and subscribe"
21,Nurse Manager PACU Post Anesthesia RN,Clinical Management Consultants,"San Francisco, CA","A fantastic and challenging new job opportunity as a Nurse Manager PACU RN is now available with a reputable hospital in beautiful, Northern California.
The 100+ bed hospital is searching for a Nurse Manager Recovery Room RN to join their exceptional team. The hospital is driven to provide high quality care to every patient who walks through their doors. The hospital has recently made new and improved renovations and is expanding.
The Nurse Manager will oversee the 11-bay PACU and the hospital has recently added 3 new Operating Rooms. The Surgical Services staff is committed to providing critical patients with excellent care. The Nurse Manager Recovery Room will report to the Director of Surgical Services and will oversee the PACU Nurse Supervisor.
The Post Anesthesia Care Manager will be accountable for the overall management and leadership of the assigned areas. The PACU Nurse Manager will be responsible for all clinical and operational activities of the units in accordance with the Medical Center mission, vision, and value. The experienced Nurse Manager Recovery Room will manage a busy PACU.
The Nurse Manager PACU will have the opportunity to work and live in the Bay Area. The Bay Area has so much to offer from the beautiful Golden Gate Bridge to fun sporting events. It has world renowned restaurants and lots of different cultures. Weekends can be spent going to wine country or seeing some local live music.
The Nurse Manager Recovery Room will be offered a competitive salary and an array of benefits.

monsterboost9999"
22,"Telemetry RN Travel Nurse in Oakland, CA",Medical Solutions,"Oakland, CA","Wherever you want your career to take you, Medical Solutions will get you there! We're seeking talented healthcare professionals whose adventure game is as strong as their clinical game. See the country from sea to shining sea and enhance your skills while you build your dream career and perfect your resume."
23,"Case Manager Travel RN Needed in San Leandro, CA",Analytics Medical Professionals,"San Leandro, CA","3 Needs
 Take home pay - w/insurance $1500, w/o insurance $1600 - if traveler has over 5 years experience in Case Management - take home is $1700 weekly.
 
 • ASAP start – no later than 5/21!
 • Must have experience with vents and trachs, must be okay with LTAC setting
 • Must be okay with working a 7th shift biweekly as requested by the facility based on census 
 • 2+ years of experience required; travel experience highly preferred – elevated rate for RNs with 5+ years exp."
24,RN OPPORTUNITIES,Contra Costa County Health Services,"Martinez, CA","RN OPPORTUNITIES
Contra Costa Regional Medical Center
$8,554 - $10,683 / Month
Contra Costa County Health Services Department offers a variety of opportunities for Registered Nurses. Our facilities include the Contra Costa Regional Medical Center in Martinez (a full-service, acute care hospital, including an acute psychiatric unit), as well as nine outpatient health centers throughout the County, detention facilities and juvenile hall.
We are currently seeking RNs for the following departments:
Emergency Department
Psychiatric Services
Perianesthesia Unit
Nursery Unit
Postpartum Unit
Minimum qualifications include a current, valid, unrestricted CA RN license, BLS certification and 1 year of full-time experience as RN in an acute care setting. Possession of a BSN and 6 months of RN experience in an acute care hospital may be substituted for the 1 year of experience. Some departments may require specialty certification and/or experience.
Starting salary will be based on experience, special skills and assignments as shown on the following scale:
Differentials Paid: 12% for evening shift; 15% for night shift; 15% for Permanent Intermittent; 10% for Detention Facility assignments; 5% for Emergency Department assignments.
Application Filing: All applicants, including County employees, are to apply on-line at http://www.cccounty.us/hr, and submit the required information as indicated on the job announcement. All applicants must clearly demonstrate that they meet the minimum qualifications provided on the job announcement. Resumes may not be substituted for the official County application. Paper, faxed or late applications WILL NOT be accepted. EOE
   "
