NRSCE 105	Nursing Pharmacology	This course introduces the student to concepts related to pharmacological therapy and its effects on the human body. Pharmacological principles of drug therapy, nursing implications and guidelines for safe medication administration are emphasized. The nursing process and patient teaching principles of medication administration are discussed.
NRSCE 106	Medical-Surgical Nursing I	This beginning level medical/surgical-nursing course integrates the components of theory, clinical and simulation that focus on evidence-based patient centered nursing care of medical-surgical adult patients with chronic illness and needs within acute care and community-based settings. Emphasis will be placed on assessment of risk factors affecting patients' health and wellness. Students will implement the nursing process and integrate Maslow's Hierarchy of Human Needs concepts to assess, analyze and prioritize the needs of the adult with chronic illness Pharmacological principles specific to chronically ill clients are discussed. The course builds upon concepts introduced in Nursing Science 101, Nursing Science 102, Nursing Science 103, Nursing Science 104 and Nursing Science 105; Professional Standards, patient advocacy, spiritual-cultural diversity, legal/ethical issues and effective communication and collaboration with members of the healthcare team are also covered.
NRSCE 107	Medical-Surgical Nursing II	This intermediate level medical/surgical-nursing course integrates the components of theory, clinical and simulation that focus on evidence-based, patient-centered nursing care of multiple adult patients with acute illness and needs within a variety of health care settings. Emphasis will be placed on assessment of risk factors affecting patients' health and wellness. Students will implement the Nursing Process and integrate Maslow's Hierarchy of Human Needs concepts to assess, analyze, prioritize, and plan the needs of the adult with acute illness to formulate, organize, implement, and evaluate a plan of nursing care. Pharmacological principles specific to acutely ill patients are discussed. This course builds upon concepts introduced in Nursing Science 106, Nursing Science 109, and Nursing Science 110; professional standards, patient advocacy, spiritual- cultural diversity, legal/ethical issues, and effective communication and collaboration with members of the health care team will be discussed.
NRSCE 108	Medical-Surgical Nursing III	This advanced level medical/surgical-nursing course integrates the components of theory, clinical and simulation that focuses on evidence-based, patient-centered nursing care of adult patients with complex illness and needs within a variety of health-care setting. Emphasis will be placed on assessment of risk factors affecting patient's health and wellness. Students will implement the nursing process and integrates Maslow's Hierarchy of Human Needs concepts to assess analyze, prioritize, plan, and evaluate and modify a plan of nursing care. Pharmacological principles specific to complex patients are discussed. The course builds upon concepts introduced in NS107 and NS 111; Professional Standards patient advocacy, spiritual -cultural diversity, legal/ethical, and effective communication and collaboration with members of the healthcare team will be discussed.
NRSCE 109	Gerontology & Community Based Nursing	This course integrates components of theory, clinical and simulation that focus on evidence-based, patient-centered nursing care of the older adult within acute care and community based settings. Emphasis will be placed on risk factors affecting older patients health and wellness. Students will implement the nursing process and integrate Maslow's Hierarchy of Human Needs concepts to assess, analyze and prioritize the needs of the older adult with normal age related changes and common age-related disorders to formulate, organize and implement a plan of nursing care. Pharmacological principles related to older adult patients are discussed. The course builds upon concepts introduced in Nursing Science 101, Nursing Science 102, Nursing Science 103, Nursing Science 104 and Nursing Science 105; Professional standards, patient advocacy, spiritual-cultural diversity, legal/ethical issues, and effective communication and collaboration with members of the health care team will be discussed.
NRSCE 110	Psychiatric-Mental  Health Nursing	This course integrates components of theory, clinical and simulation that focus on evidence-based, patient-centered nursing care of the patient with mental health needs and disorders within acute care and community based settings. Emphasis will be placed on the assessment of risk factors affecting patients health and wellness. Students will implement the nursing process and integrate Maslow's Hierarchy of Human Needs concepts to assess, analyze and prioritize the needs of the mental health patient to formulate, organize and implement a plan of nursing care. Pharmacological principles specific to patients with mental health disorders are discussed. The course builds upon concepts introduced in Nursing Science 101, Nursing Science 102, Nursing Science 103, Nursing Science 104 and Nursing Science 105; Professional standards, patient advocacy, spiritual-cultural diversity, legal/ ethical issues, and effective communication and collaboration with members of the health care team will be discussed.
NRSCE 111	Reproductive Nursing And Womens Health	This course integrates the components of theory, clinical and simulation that focus on evidence -based, patient centered nursing care of patients in the Reproductive Nursing and Women's Health illness in acute care and community-based settings. Emphasis will be placed on assessment of risk factors affecting patient/families health and wellness. Students will implement the nursing process and integrate Maslow's Hierarchy of Needs concepts to assess, analyze, prioritize and plan the needs of patients with reproductive and women's health illness to formulate, organize and implement a plan of nursing care. Pharmacological principles specific to women's health patients will be discussed. This course builds upon concepts introduced in Nursing Science 106, Nursing Science 109 and Nursing Science 110. Professional Standards, patient advocacy, spiritual-cultural, legal/ethical issues and effective communication and collaboration with members of the health care team will be discussed.
NRSCE 112	Care Of Children And Family	This course integrates components of theory,clinical and simulation that focus on evidence-based, patient- centered nursing care of children and families in acute care and community based settings. Emphasis will be placed on assessment of risk factors affecting patient's health and wellness. Students will implement the nursing process and integrate Maslow's Hierarchy of Human Needs concept to assess, analyze, prioritize, plan and evaluate needs of the care of children and families to formulate,organize, implement, evaluate and modify a plan of nursing care. Pharmacological principles specific to pediatric patients are discussed. The course builds upon concepts introduced in Nursing Science 107 and Nursing Science 111; Professional Standards, patient advocacy, spiritual-cultural diversity, legal/ethical, and effective communication and collaboration with the members of the healthcare team will be discussed.
NURSING 056	Essential Practical Skills For Nurse Assistants	This course focuses on reinforcing and integrating the Certified Nurse Assistant duties and skills required to assist patients in long term care facilities with Activities of Daily Living.
NURSING 185	Directed Study - Nursing	Directed Study - Nursing
NURSING 252	Mathematics Of Drugs And Solutions	This elective course involves the computation of drug dosages and the conversion of the three major systems (metric, apothecary, and household) of measurement necessary for the administration of medications.
NURSING 265	Fundamentals Of Nursing	This course introduces fundamental concepts of the nursing profession, including its history, theory, ethical, and legal considerations as well as program's conceptual framework utilizing the Nursing Process, Maslow's Hierarchy of Needs, and Erikson's Developmental Theory.
NURSING 266	Nrsng Process & Practice In The Care Of The Adult Client I	This beginning medical-surgical nursing course integrates critical thinking skills as it introduces the student to concepts and principles of basic nursing care for clients with alterations in hematological, immunological, oncological, and integumentary systems utilizing the Nursing Process, Maslow's Hierarchy of Needs, and Erikson's Developmental Theory.
NURSING 267	Nursing Process And Practice In The Care Of The Adult Client II	This medical-surgical nursing course provides theoretical and clinical experiences in the care of the adult client with alterations in oxygenation, ventilation, tissue perfusion, metabolic, hormonal regulation utilizing the Nursing Process, Maslow's Hierarchy of Needs, and Erikson's Developmental Theory.
NURSING 268	Nrsng Process & Practice In The Care Of Clients With Alterat	This course provides theoretical and clinical experience in the care of clients with alterations in mental health utilizing the Nursing Process, Maslow's Hierarchy of Needs, and Erikson's Developmental Theory.
NURSING 269	Nrsng Process & Practice In The Care Of The Adult Client III	This medical-surgical nursing course provides theoretical and clinical experiences in the care of the adult client with alterations in genitourinary, fluid/electrolyte, musculoskeletal, gastrointestinal and hepatobiliary systems utilizing the Nursing Process, Maslow's Hierarchy of Needs, and Erikson's Developmental Theory.
NURSING 270	Nrsng Process & Practice In The Care Of Children	This course is designed to prepare the student to provide safe and effective nursing care to the pediatric client utilizing the Nursing Process, Maslow's Hierarchy of Needs, and Erickson's Developmental Theory. Theoretical/clinical concepts include health maintenance and complications emphasizing emotional, psychosocial, cultural and legal aspects.
NURSING 271	Nrsng Process & Practice In The Care Of Women & The Newborn	The course is designed to prepare the student to undertake his/her role in providing safe and effective care to women and the newborn. Emphasis is made on the physiological care and complications, including the emotional, psychological, cultural and legal aspects of care, utilizing the Nursing Process, Maslow's Hierarchy of Needs, and Erikson's Developmental Theory. Clinical experience is provided in a variety of community settings.
NURSING 272	Nrsng Process & Practice In The Care Of The Adult Client Iv	This medical-surgical nursing course provides theoretical and clinical experiences in the care of adult clients with complex medical and/or surgical alterations and emergency situations utilizing the Nursing Process, Maslow's Hierarchy of Needs, and Erikson's Developmental Theory.
NURSING 273	Role Transition	This course introduces the role of professional nursing from past to present, addressing legal/ethical issues and delivery of care in a multicultural society. Emphasis is placed on professional accountability and the ability to determine critical thinking when solving complex client care issues.
NURSING 274	Role Transition II	This theory course is the second Role Transition class which offers students the opportunity to explore major factors involved in the transition from the student role to that of the professional registered nurse, focusing on effective leadership and management, utilizing the Nursing Process, Maslow's Hierarchy of Needs, and Erikson's Developmental Theory in managing client care.
NURSING 302	Mathematics Of Drugs And Solutions	After a review of relevant basic arithmetic, the student will use concepts of higher mathematics to gain knowledge of measurement systems, including apothecary and metric, and techniques, including solving for an unknown, for computing medication dosages, I.V. flow rates, and weight related dosages for children and adults.
NURSING 311	Communication In Nursing	This course provides theoretical knowledge and practical experience needed by the nursing student to understand and effectively use basic communication skills to interact therapeutically with patients, communicate in groups, institute a teaching-learning plan, and begin the journey to cultural competence.
NURSING 313	Introduction To Nursing Practice	This course is an introduction to nursing and will prepare the student to obtain the knowledge, skills, and attitudes to provide care to the hospitalized patient, with a focus on the adult and the mature (gerontologic) patient. It includes an introduction to the hospital environment and standard precautions; use of the simulation lab; basic nursing procedures; and utilization of the nursing process in performance of beginning level assessment and interventions for the following needs according to the Roy Adaptation Model and referred to as the Physiological Modes ¿ Oxygen Needs, Rest & Activity Needs, Nutrition Needs, and Fluid & Electrolyte + Acid-Base Balance Needs. This is the first clinical course of the Associate Degree Registered Nursing Program. After satisfactory completion of the course, the student can function at the beginning nurse aide level.
NURSING 315	Fundamentals Of Nursing Process And Practice	This course uses the nursing process to assess adult and older adult needs, plan and implement nursing interventions and evaluate their effectiveness. Calculation and administration of medication, flow rate determination, asepsis and sterile technique, preoperative care, nutritional problem solving, and advanced skills are developed. Principles and practice of therapeutic communication and teaching are utilized. Documentation and legal obligations are focused. There is a practicum included with this course. (After successful completion of this course the student is eligible to complete examination for Certified Nurse Attendant.)
NURSING 318	Patient Care Seminar I	This course is strongly recommended for continuing nursing students enrolled in classes with clinical labs. Sections are course specific. An elective, but strongly recommended, instructor guided course to facilitate development of knowledge and skills needed to safely assess, plan, and implement client care. Has individual and group work.
NURSING 321	Nursing Process	This course introduces the concepts and provides practice experiences to understand and use the nursing process and the Roy Adaptation Model for planning, implementing and evaluating client care. The course is divided into four units: The Roy Adaptation Model, the Nursing Process, and the use of the Nursing Process within the Phsyiological Mode, and the use of the Nursing Process within the Psycho-Social Modes.
NURSING 323	Nursing Process & Practice In The Care Of Adult Client I	Cardiovascular, peripheral vascular, endocrine and diabetes, immune and hematological system and oncological problems.
NURSING 325	Nursing Process & Practice In The Care Of Adult Client II	This course emphasizes care of the medical-surgical patient with nutritional, elimination, fluid and electrolyte, rest and activity, sensory and regulatory needs, and connective tissue disorders.
NURSING 329A	Role Transition Lvn To Rn	This course is designed to assist the L.V.N. to make a successful transition to role of RN student and pursue an RN license. Content will focus on resources available, role development, learning styles, dosage calculations, and heart, lung and bowel assessment.
NURSING 329B	Role Transition Lvn To Rn	Continues with content to assist the L.V.N. to make a successful transition to the role of R.N. nursing student. Content will focus on critical thinking, documentation of history and assessment , nursing process, and calculation and administration of IV piggyback medications.
NURSING 333	Nursing Process & Practice In Health Care Of Women/Families	Students experience includes both theory and practice in meeting the health care needs of women, and of the families during childbearing. Psychosocial as wekk as psychological nursing concepts, including cultural, emotional, developmental and environmental are emphasized. Settings include hospitals, clinics and parent education classes.
NURSING 335	Nursing Process And Practice In The Care Of Children	Through the utilization of developmental theories (primarily Erikson & Piaget),the Roy Adaptation Model of Nursing, and QSEN competencies, this course focuses on the assessment, identification and nursing interventions of the biopsychosocial problems of children and their families. Nursing action is directed toward the integration of growth and development principles in the care of the child in relation to health-illness continuum. The student will contribute to the development of an optimal environment of the child in the hospital setting, in clinics, and in school facilities
NURSING 339	Nursing Proc & Practice In The Care Of The Geriatric Client	This course focuses on the Geriatric patient and issues relevant to their care and integrates content of the Roy Adapatation Model and the Nursing Process. This course expands concepts, principles, knowledge, and skills learned in previous nursing courses. It emphasizes psychosocial, physiological, environmental and ethical concepts and issues that impact nursing care services for older adults in various care settings, e.g. long term care (LTC), adult day care (ADC), assisted living and Home Health Agencies. A more advanced role of the nurse is emphasized. The course consists of six units: Unit I: Introduction to Home Health/Hospice (Self Teaching Module) and Community Care; Unit II: Intravenous Instructional Unit - intravenous therapy is introduced, e.g. intravenous puncture and infusion considerations in the gerontoligic patient, Unit III: Introduction to the Gerontologic Nursing and Influences on Health & Illness; Unit IV: Wellness Issues, Common Psychophysiologic Stressors, and Diagnostic Studies & Pharmacologic Management; Unit V: Nursing Care of Physiologic and Psychologic Disorders, and Unit VI: Long Term Care. Clinical experiences will be comprised of traditional instructor supervised learning in long term care facilities and service learning assignments in a variety of community agencies for the elderly.
NURSING 343	Nursing Process&Practice In Psy-Social Adaptation Of Client	This course includes assessment and care of clients in the psychiatric unit, intervention, and participation in group therapy, and practice using the nursing process and the Roy adaptation model with emphasis oh the psycho-social modes.
NURSING 345	Nursing Process/Practice In The Care Of Adult Client III	This course emphasizes the nursing process and the Roy Adaptation model in the care of clients with complex medical-surgical problems. High acuity care settings and the critical care units are utilized
