,0,1,2,3
10,"CNA, Skilled Nursing, Per-Diem, 8 Hour","Community Medical Centers of Fresno, CA","Fresno, CA","Overview
Community Subacute & Transitional Care Center
  We are driven by the central purpose of our mission: “to improve the health status of the community”.  As a CNA with the largest private employer in the Central Valley, the average day is anything but average and you will actively feel and see how your role impacts our mission and those we serve. 
  Our growth has allowed for additional expansion of our services and we are looking for extraordinary CNA's with to join our team.
  As a key member of CSTCC team you will further our mission by:
Helping to lead and support when a patient needs ongoing care
Providing assessments and meet their individual needs so their personal focus is to rest and rovery
 Joining our team means that you will have the resources and development opportunities to make a difference in the community you live, as well as grow your career.  If you are seeking a career that matches your passion for helping people then keep on reading below! 
  Your Career at Community | Opportunity. Challenge. Growth. 
 CSTCC is a 106-bed facility providing inpatient care for chronic, subacute conditions such as coma or other complex illness that require 24-hour medical supervision. CSTCC has two very unique and distinct units.
Our 58-bed subacute unit is medically certified as a rehabilitation respiratory unit. We specialize in trach weaning, helping patients come off of vents, feeding tubes, retraining patients to eat and breathe. The average length of stay for patients in subacute is about 6 months to one year.
Our 48-bed short-term skilled unit provides wound care, IV therapy, and focuses on getting the patients transitioned back to their lives and community. This unit houses a full rehabilitation gym for our patients.
Responsibilities
In this role some of your key responsibilities would include but are not limited to:
Provides direct and indirect resident care under the direction of an RN or LPN/LVN.
Assists residents with activities of daily living, provides for personal care, comfort and assists in the maintenance of a safe and clean environment for an assigned group of residents.
Qualifications
 Experience and education minimum requirements:
CA Certified Nurse Assistant certification
Current BLS certification
PREFERRED: Experience in a skilled nursing facility, respiratory subacute facility or acute hospital setting.
  Have questions?  Contact the CSTCC Recruiter Brittany Aaronian today at baaronian@communitymedical.org or Text at 559-231-3259.
 Click HERE to learn more about our awesome benefits offerings as well!"
11,Seeking a CNA,Sylvia's Homecare,"Marina Del Rey, CA","CNA

We are seeking CNAs for two private families in Marina Del Rey and Mar Vista to work directly for the families. Patients are diagnosed with Dementia and Parkinson's, and are ambulatory with assistance. Both patients need CNAs willing to engage with them and make a difference in their quality of life.  A valid drivers license is required.
Please apply if either of the following times / shifts will work for you:

Monday - Thursday 7pm - 7am
Friday - Sunday 12am - 8am  ( Nightshift)

This is a private duty position and you will be hired directly by the family, the pay rate will range from $19-$20/hr depending on experience.
 All qualified applicants are encouraged to apply!"
12,"Seeking a CNA (Marina Del Rey, CA)",Private Families Looking for Great Care Careers,"Marina Del Rey, CA","CNA

We are seeking CNAs for two private families in Marina Del Rey and Mar Vista to work directly for the families. Patients are diagnosed with Dementia and Parkinson's, and are ambulatory with assistance. Both patients need CNAs willing to engage with them and make a difference in their quality of life.  A valid drivers license is required.
Please apply if either of the following times / shifts will work for you:

Monday - Thursday 7pm - 7am
Friday - Sunday 12am - 8am  ( Nightshift)

This is a private duty position and you will be hired directly by the family, the pay rate will range from $19-$20/hr depending on experience.
 All qualified applicants are encouraged to apply!"
13,"Nursing Assistant, PT40 - Surgical Unit 5M6N",Trinity Health,"Saint Agnes Medical Center - Fresno, CA","Department:
CA401_30040 5M 6N Surgical
Expected Weekly Hours: 
24
Shift:
Rotating Shift
Position Purpose:
SUMMARY

Reporting to the Practice Coordinator, 5M 6N Surgical, this position is responsible for performing patient care activities to meet the personal needs and comfort of patients, assisting members of the health care team, and maintaining a clean, safe environment.
Job Description Details:
REQUIREMENTS
1. High school diploma or equivalent is required.
2. Certification from an accredited nurse aid training program and/or two years experience in an acute or skilled care facility is required.
3. Current American Heart Association (AHA) Healthcare Provider CPR card is required.
4. Well developed interpersonal skills with the ability to communicate effectively/professionally with the medical center staff, patients, family, visitors, and physicians under routine and stressful situations are required.
Trinity Health's Commitment to Diversity and Inclusion

Trinity Health employs more than 120,000 colleagues at dozens of hospitals and hundreds of health centers in 21 states. Because we serve diverse populations, our colleagues are trained to recognize the cultural beliefs, values, traditions, language preferences, and health practices of the communities that we serve and to apply that knowledge to produce positive health outcomes. We also recognize that each of us has a different way of thinking and perceiving our world and that these differences often lead to innovative solutions.

Trinity Health's dedication to diversity includes a unified workforce (through training and education, recruitment, retention and development), commitment and accountability, communication, community partnerships, and supplier diversity."
14,Certified Nursing Assistant,Genesis Healthcare,"Kingsburg, CA","Genesis is one of the nation's leading providers of post-acute healthcare services from short-term to long-term care and a wide variety of living options and professional clinical services.

We are changing how care is delivered by bringing together people like you -- passionate, highly skilled and motivated to make a difference.

A Certified Nursing Assistant (CNA) puts resident service first and ensures that residents and families receive the highest quality of service in a caring and compassionate atmosphere, which recognizes the individual's needs and rights. Will work with a Licensed/Registered Nurse to directly impact the resident's quality of life through assisting with caregiving:


* Handling and serving residents in a manner conducive to their safety and comfort
* Activities of Daily Living (ADLs) and vitals
* Coordinating schedules for residents requiring rehabilitation therapy
* Receiving and escorting visitors
* Orienting and mentoring new nursing assistants
* Maintaining linens, supplies, and equipment


ACN1



SPECIFIC EDUCATIONAL/VOCATIONAL REQUIREMENTS: 1. A minimum of a high school education or high school equivalency diploma is preferred.2. Basic knowledge of computer use or willingness to learn.3. Completes required continuing education.4. This position requires that the employee is able to read, write, speak and understand the spoken English language to ensure the safety and wellbeing of our patients and visitors at the work site when responding to their medical and physical needs.5. Must provide verification of TST (tuberculin skin test) as required by state law and in accordance with Company policy. TSTs will be administered at the work site if required.

Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled"
15,Certified Nurse Assistant CNA - Madera,Avalon Health Care Group,"Madera, CA","We are now hiring CNA’s for PRN positions!
Use your nursing skills to serve others in our fantastic facility.
Avalon offers great pay with career growth opportunities including tuition reimbursement and career advancement courses.
Develop lasting relationships with your patients and the staff in our building. The valuable work we do makes a difference in the lives of our patients and their families.
Apply today for a fulfilling and worthwhile career with Avalon!


Job Requirements:
Must be a Certified Nursing Assistant in good standing with the State. Must maintain a current certification in the state throughout employment.
Must achieve 12 hours of in service education annually as required by federal regulations (as well as meet state requirements, if exceeds federal).
Must have ability to read, write and follow oral and written directions at a level necessary to accomplish the job.
Must be able to relate positively and favorably to residents and families and to work cooperatively with co-workers and supervisors.
Must be willing to assist others, including co-workers.
Must maintain regular attendance.
Must meet all local health regulations, pass post-employment physical exam if required. This requirement also includes drug screening, criminal background investigation and reference inquiry.
Recent clinical experience or education is required.
Thank you for looking! If interested, please contact Brenna Monsen, Healthcare Recruiter!
Brenna Monsen
801.325.0161
INDCNA123
 "
16,"CNA, Skilled Nursing, Per-Diem, 8 Hour","Community Medical Centers of Fresno, CA","Fresno, CA","Community Subacute & Transitional Care Center
  We are driven by the central purpose of our mission: “to improve the health status of the community”.  As a CNA with the largest private employer in the Central Valley, the average day is anything but average and you will actively feel and see how your role impacts our mission and those we serve. 
  Our growth has allowed for additional expansion of our services and we are looking for extraordinary CNA's with to join our team.
  As a key member of CSTCC team you will further our mission by:
Helping to lead and support when a patient needs ongoing care
Providing assessments and meet their individual needs so their personal focus is to rest and rovery
 Joining our team means that you will have the resources and development opportunities to make a difference in the community you live, as well as grow your career.  If you are seeking a career that matches your passion for helping people then keep on reading below! 
  Your Career at Community | Opportunity. Challenge. Growth. 
 CSTCC is a 106-bed facility providing inpatient care for chronic, subacute conditions such as coma or other complex illness that require 24-hour medical supervision. CSTCC has two very unique and distinct units.
Our 58-bed subacute unit is medically certified as a rehabilitation respiratory unit. We specialize in trach weaning, helping patients come off of vents, feeding tubes, retraining patients to eat and breathe. The average length of stay for patients in subacute is about 6 months to one year.
Our 48-bed short-term skilled unit provides wound care, IV therapy, and focuses on getting the patients transitioned back to their lives and community. This unit houses a full rehabilitation gym for our patients.

In this role some of your key responsibilities would include but are not limited to:
Provides direct and indirect resident care under the direction of an RN or LPN/LVN.
Assists residents with activities of daily living, provides for personal care, comfort and assists in the maintenance of a safe and clean environment for an assigned group of residents.

 Experience and education minimum requirements:
CA Certified Nurse Assistant certification
Current BLS certification
PREFERRED: Experience in a skilled nursing facility, respiratory subacute facility or acute hospital setting.
  Have questions?  Contact the CSTCC Recruiter Brittany Aaronian today at baaronian@communitymedical.org or Text at 559-231-3259.
 Click HERE to learn more about our awesome benefits offerings as well!"
17,"Nursing Assistant, PT48 - Surgical Unit 5M6N",Trinity Health,"Saint Agnes Medical Center - Fresno, CA","Department:
CA401_30040 5M 6N Surgical
Expected Weekly Hours: 
24
Shift:
Rotating Shift
Position Purpose:
SUMMARY

Reporting to the Practice Coordinator, 5M 6N Surgical, this position is responsible for performing patient care activities to meet the personal needs and comfort of patients, assisting members of the health care team, and maintaining a clean, safe environment.
Job Description Details:
REQUIREMENTS
1. High school diploma or equivalent is required.
2. Certification from an accredited nurse aid training program and/or two years experience in an acute or skilled care facility is required.
3. Current American Heart Association (AHA) Healthcare Provider CPR card is required.
4. Well developed interpersonal skills with the ability to communicate effectively/professionally with the medical center staff, patients, family, visitors, and physicians under routine and stressful situations are required.
Trinity Health's Commitment to Diversity and Inclusion

Trinity Health employs more than 120,000 colleagues at dozens of hospitals and hundreds of health centers in 21 states. Because we serve diverse populations, our colleagues are trained to recognize the cultural beliefs, values, traditions, language preferences, and health practices of the communities that we serve and to apply that knowledge to produce positive health outcomes. We also recognize that each of us has a different way of thinking and perceiving our world and that these differences often lead to innovative solutions.

Trinity Health's dedication to diversity includes a unified workforce (through training and education, recruitment, retention and development), commitment and accountability, communication, community partnerships, and supplier diversity."
18,Certified Nursing Assistant,Genesis Healthcare,"Kingsburg, CA","Genesis is the nation's leading provider of healthcare services from short-term to long-term care and a wide variety of living options and professional clinical services.
We are changing how care is delivered by bringing together people like you -- passionate, highly skilled and motivated to make a difference.

A Certified Nursing Assistant (CNA) puts resident service first and ensures that residents and families receive the highest quality of service in a caring and compassionate atmosphere, which recognizes the individual's needs and rights. Will work with a Licensed/Registered Nurse to directly impact the resident's quality of life through assisting with caregiving:

* Handling and serving residents in a manner conducive to their safety and comfort
* Activities of Daily Living (ADLs) and vitals
* Coordinating schedules for residents requiring rehabilitation therapy
* Receiving and escorting visitors
* Orienting and mentoring new nursing assistants
* Maintaining linens, supplies, and equipment

NOC Shift On Call.


ACN1



Requirements: * Successful completion of a state-approved CNA program and current certification required * Minimum of a high school education or high school equivalency diploma preferred

NOC Shift On Call.

Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled"
19,Certified Nurse Assistant CNA - Madera,Avalon Health Care Group,"Madera, CA","We are now hiring CNA’s for PRN positions!
Use your nursing skills to serve others in our fantastic facility.
Avalon offers great pay with career growth opportunities including tuition reimbursement and career advancement courses.
Develop lasting relationships with your patients and the staff in our building. The valuable work we do makes a difference in the lives of our patients and their families.
Apply today for a fulfilling and worthwhile career with Avalon!


Job Requirements:
Must be a Certified Nursing Assistant in good standing with the State. Must maintain a current certification in the state throughout employment.
Must achieve 12 hours of in service education annually as required by federal regulations (as well as meet state requirements, if exceeds federal).
Must have ability to read, write and follow oral and written directions at a level necessary to accomplish the job.
Must be able to relate positively and favorably to residents and families and to work cooperatively with co-workers and supervisors.
Must be willing to assist others, including co-workers.
Must maintain regular attendance.
Must meet all local health regulations, pass post-employment physical exam if required. This requirement also includes drug screening, criminal background investigation and reference inquiry.
Recent clinical experience or education is required."
20,"Nursing Assistant, FT80 - Surgical Unit 5M6N",Trinity Health,"Fresno, CA","SUMMARY Reporting to the Practice Coordinator, 5M 6N Surgical, this position is responsible for performing patient care activities to meet the personal needs and comfort of patients, assisting members of the health care team, and maintaining a clean, safe environment.
REQUIREMENTS
1. High school diploma or equivalent is required.
2. Certification from an accredited nurse aid training program and/or two years experience in an acute or skilled care facility is required.
3. Current American Heart Association (AHA) Healthcare Provider CPR card is required.
4. Well developed interpersonal skills with the ability to communicate effectively/professionally with the medical center staff, patients, family, visitors, and physicians under routine and stressful situations are required."
21,Certified Nursing Assistant,Genesis Healthcare,"Kingsburg, CA","Genesis is the nation's leading provider of healthcare services from short-term to long-term care and a wide variety of living options and professional clinical services.
We are changing how care is delivered by bringing together people like you -- passionate, highly skilled and motivated to make a difference.

A Certified Nursing Assistant (CNA) puts resident service first and ensures that residents and families receive the highest quality of service in a caring and compassionate atmosphere, which recognizes the individual's needs and rights. Will work with a Licensed/Registered Nurse to directly impact the resident's quality of life through assisting with caregiving:

* Handling and serving residents in a manner conducive to their safety and comfort
* Activities of Daily Living (ADLs) and vitals
* Coordinating schedules for residents requiring rehabilitation therapy
* Receiving and escorting visitors
* Orienting and mentoring new nursing assistants
* Maintaining linens, supplies, and equipment


ACN1



Requirements: * Successful completion of a state-approved CNA program and current certification required * Minimum of a high school education or high school equivalency diploma preferred

Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled"
22,Certified Nurse Assistant CNA,Avalon Health Care Group,"Madera, CA","We are now hiring CNA’s for evening shifts and on-call positions!
Use your nursing skills to serve others in our fantastic facility.
Avalon offers great pay with career growth opportunities including tuition reimbursement and career advancement courses.
Develop lasting relationships with your patients and the staff in our building. The valuable work we do makes a difference in the lives of our patients and their families.
Apply today for a fulfilling and worthwhile career with Avalon!


Job Requirements:
Must be a Certified Nursing Assistant in good standing with the State. Must maintain a current certification in the state throughout employment.
Must achieve 12 hours of in service education annually as required by federal regulations (as well as meet state requirements, if exceeds federal).
Must have ability to read, write and follow oral and written directions at a level necessary to accomplish the job.
Must be able to relate positively and favorably to residents and families and to work cooperatively with co-workers and supervisors.
Must be willing to assist others, including co-workers.
Must maintain regular attendance.
Must meet all local health regulations, pass post-employment physical exam if required. This requirement also includes drug screening, criminal background investigation and reference inquiry.
Recent clinical experience or education is required.
 If interested in the position and meet the above qualifications, please apply directly or call Brenna Monsen, Health Care Recruiter, for more details!
Thank you for your interest,
Brenna Monsen
801.325.0161
INDCNA123"
