,0,1,2,3
10,Nurse Case Manager,Randstad,"Citrus Heights, CA","We are inviting you to our office next Wednesday (December 5th, 2018) for an interview for future Healthcare related positions. We need awesome candidates like you, who are interested in working in the Health Care field. Interviews are going to be held between 10:00 AM - 12:00 PM and again between 2:00 PM - 4:00 PM. We would love to schedule you ahead of time to ensure your time is being used as effectively as possible. If you decide last minute that you'd like to join us, go ahead and drop on by! We will be interviewing for data Entry positions, administrative positions, customer service positions, accounting positions, administrative and office positions in the health care realm, and any other positions that pertain to the office and administrative space! We will be providing snacks and drinks in our office for attendees.

If you would like to get your spot reserved for an interview with me next Wednesday, please email me directly at: sarah.perona@randstadusa.com

Responsibilities:
Responsibilities will vary depending on which realm of the Healthcare Industry you are experienced with. This will be discussed thoroughly during interviews.

Working hours: 8:00 AM - 5:00 PM

Skills:
Skills needed will vary depending on which realm of the Healthcare Industry you are experienced in. Skills needed for different job titles will be discussed during interviews.

Education:
No Degree Required

Experience:
Experienced

Qualifications:
- Experience with Medical Customer Service in a call center setting
- Experience with Health Care Benefits
- Experience with Medical Scheduling
- Experience with Nurse Case Management
- Experience with Utilization Review
- Experience with Medical Billing
- Experience with Medical Collections
- Experience with Medical Coding
- Experience with Front Office Management in a Health Care setting


We welcome you to come to our office next week on December 5th between 10:00 AM - 12:00 PM and 2:00 PM - 4:00 PM. Please reach out to schedule interviews with us ahead of time but if it's last minute and you decide that you would like to join us, that's okay too! Snacks and drinks will be provided. WE CAN VALIDATE PARKING FOR 30 MINUTES ONLY!!! To ensure you are seen upon arrival, schedule an appointment with us ahead of time! If you do plan on dropping in last minute, please be prepared and bring two forms of ID with you.

Randstad is a world leader in matching great people with great companies. Our experienced agents will listen carefully to your employment needs and then work diligently to match your skills and qualifications to the right job and company. Whether you're looking for temporary, temporary-to-permanent or permanent opportunities, no one works harder for you than Randstad. EEO Employer: Race, Religion, Color, National Origin, Citizenship, Sex, Sexual Orientation, Gender Identity, Age, Disability, Ancestry, Veteran Status, Genetic Information, Service in the Uniformed Services or any other classification protected by law.

San Francisco Fair Chance Ordinance:
Qualified applicants in San Francisco with criminal histories will be considered for employment in accordance with the San Francisco Fair Chance Ordinance."
11,CRNA - Locums,Medestar,"Sacramento, CA","A surgery center in Sacramento is in need of CRNA coverage to begin the last week of November for 2 months.

• Monday - Friday, 40 hours per week
• Average 10-15 patients per day
• No call
• Mostly adults, pediatrics preferred, but not required
• Quick credentialing
Medestar is a national, multi-specialty, locum tenens Company working with facilities across the country.  We take care of your malpractice insurance, reimburse for any travel expenses and pay on a WEEKLY basis.  Please contact us at (877) 868-5350 or info@medestar.com to find out more about this opportunity and others in your specialty.

For more locum tenens opportunities, please visit www.medestar.com, follow us on Twitter @MedestarLocums, or like us on Facebook at http://Facebook.com/Medestar.
Please reference job #17277. (IND)"
12,Nurse Practitioner (APP),Aspire Health,"Sacramento, CA","Aspire Health is the nation’s leading non-hospice community-based palliative care provider. Aspire specializes in providing an extra layer of support to patients facing a serious illness through an ambitious palliative care program focused on caring for patients in their homes and outpatient clinics. Aspire’s clinicians are experts in providing patients with relief from the symptoms, pain, and stress of a serious illness; helping patients and caregivers navigate the healthcare system; guiding patients and caregivers through difficult and complex treatment choices; and providing emotional and spiritual support to patients and their families. Our core values are Clinical Excellence, Compassion, Teamwork, and Going the Extra Mile! Our Nurse Practitioners play a vital role at Aspire – and this is an ideal choice for the individual who has the passion, devotion, and desire to impact the lives of the patients and families we serve in palliative care.  Our NPs collaborate with our Lead Physicians, the patient’s other physicians and providers, and their family members to develop complex plans of care in accordance with the patient’s health status and overall goals and values.  Aspire has a network of support in our Patient Care Center, which enables us to provide a comprehensive network of clinical and non-clinical support to you.  In addition, our NPs take part in weekly interdisciplinary team meetings, call schedules and scheduled in-service and education sessions.A successful candidate will be Family or Adult Nurse Practitioner with appropriate certification and licensure (required).  Importantly, our NPs have a distinct enthusiasm and compassion for our patients and their families, and understand how our palliative care delivery model can meet the needs of so many individuals.   Previous experience in home-based services, complex cases and/or palliative care is preferred; some bedside hospital, oncology, ER or ICU experience (preferred).  Possession of DEA registration or eligibility (required), CPR certification (required).  As our NPs need to have a reliable automobile, valid driver’s license and minimum state required liability auto insurance, and you are reimbursements for mileage as you travel in personal vehicle to scheduled appointments.  Excellent oral and written communication skills to ensure that each of your interactions with patients, family caregivers, clinicians, and team members is effective and meaningful.You’ll be providing the Aspire services in home settings, traveling within your designated territory to provide excellent care to a small number of patients daily.  This means you will develop and implement clinical plans of care for adult patients facing chronic and complex conditions (e.g., co-morbid medical and mental health diagnoses, limited personal resources, chronic medical conditions).  You will gather history and physical exam and diagnostics as needed, and then develop and implement treatment plans given the patient’s goals of care and current conditions.  An essential element of the role is the ability to meet the patient’s and family’s physical and psychosocial needs with support and input from the Aspire inter-disciplinary team.   Our NPs educate patients and families about medication usage, side effects, illness progression, diet and nutrition, medical adherence and crisis anticipation and prevention.  Each day, you will be in contact with other Aspire clinical team members, patients’ other physicians and patients’ other medical providers to coordinate optimal care and resources for the patient and his or her family – in a timely basis and consistent with state regulations and Aspire Health standards and policy. You’ll be supported along the way by our Patient Care Center, which provides another layer of interaction with the patient and patient families, and provides our NP’s clinical and non-clinical administrative support.  Each day, you’ll maintain patient medical records and medical documentation consistent with state regulations and Aspire Health standards and policy through our EMR system.  Participate in continuing education as required by the state Board of Nursing.  Prescribe medication as permitted by the state Board of Nursing.  Other related duties as deemed necessary."
13,Travel Registered Nurse RN Medical Surgical Telemetry,OneStaff Medical,"CARMICHAEL, CA","Date Posted:2018-10-02
Occupation Category: 29-1141.00 Registered Nurses
JOB DESCRIPTION
Travel Registered Nurse RN Medical Surgical Telemetry
Location:CARMICHAEL, California
Shift:  12 Hour Night Shift Positions Availabl
Start Date:  12/24/2018
Speciality:  RN - TELEMETRY
Hiring Organization:   OneStaff Medical

Description:

We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we’re here to stand by your side and help you find your dream assignment anywhere in this great country. We want the same like-minded, awesome candidates to travel with us. Be bold. Enjoy work again. Let us help.

Now back to what you’re here for; we’re looking for a Travel Registered Nurse RN Medical Surgical Telemetry to join our family, and well, that’s you! So check this out…

A Telemetry Nurse monitors patient’s vital signs with an electrocardiogram or other life sign-measuring device. They usually provide care to patients with gastrointestinal diseases, heart failure, diabetes, and other acute diagnoses. Most often they work in hospitals or other clinical facilities.
Experience Requirements:
Minimum 1 year of current work experience in Travel Registered Nurse RN Medical Surgical Telemetry
California state Healthcare Provider license or willing to obtain
This position may require one or more of these certifications: BLS, ACLS, NIH & possibly others
Benefits:
Are you in? Do we need to further convince you why OneStaff Medical is your ideal travel partner? How about:
A dedicated expert (our recruiter) to be by your side 24/7; every step of the process, and to ensure you get exactly what you are looking for!
All the good stuff like; Medical/Dental/Vision Insurance & 401K
Dream assignments all across the country; from sunny California, down to sun-kissed Florida, we got ‘em!
Travel reimbursement as part of your weekly pay!
Licensure and certification reimbursement to our return travelers, when needed for new assignments!
Some hot-hot-hot referral bonuses! (uh hum, so travel w/ an amigo(a) and get paid $500!)

…and FREE super soft premium scrubs through our partners, FIGs scrubs, to all of our loyal return nurses!
If you have questions about details on this assignment, fill out a QUICK APPLY and one of our recruiting specialists will reach out promptly to talk you through it all.
Contract"
14,Travel Nurse - ICU RN - Intensive Care Unit Registered Nurse,ADEX Medical Staffing,"Sacramento, CA"," ADEX Travel Nursing has been employing and servicing nurse travelers, sending them to great destinations around the country. Our vast networking affords us exclusive relationships at top facilities offering you unique career opportunities. Call us for more positions, 866-341-2339!
 
Benefits:
- Hundreds of locations
- Day One Major Medical, Vision, and Dental
- Top Pay
- Custom pay package                                   
- Fully furnished housing or housing stipend
- Weekly direct deposit and weekly pay
- $750 referral bonuses"
15,Neonatal Clinical Nurse Specialist NICU,Clinical Management Consultants,"West Sacramento, CA","A thriving health care organization in Northern California is seeking a Neonatal Intensive Care Unit Clinical Nurse Specialist to join their fantastic Nursing Education and NICU teams.
This 350 bed acute care hospital is well known for their strong presence in the community and dedication to patient care. This health care organization also offers great opportunity for career growth within their organization.
The NICU CNS will be a vital member of this Level III Trauma Center, providing the department with best practice standard of care guidance. The NICU Clinical Nurse Specialist will work closely with Clinical Nurse Specialists from other specialty departments to collaborate regarding hospital wide Nursing Education standards and development.
The Neonatal Intensive Care Unit CNS will develop recommendations for patient care practices based on evidence based practice research and will evaluate outcomes of implementation of new care practices. The NICU Clinical Nurse Specialist will work with a multidisciplinary team of dedicated physicians, Nurse Management,Pharmacists, andRegistered Nurses.
The NICU CNS will report to the Nurse Director Education. The Neonatal Clinical Nurse Specialist will live and work in a beautiful area of Northern California. The hospital location offers an endless variety of community events and close proximity to the State capital, wine country, and outdoor activities.
This hospital is well known for providing their employees with competitive salaries and excellent suite of benefits!

monsterboost5000"
16,Travel Registered Nurse RN Pediatric Intensive Care Unit PICU,OneStaff Medical,"SACRAMENTO, CA","Date Posted:2018-09-24
Occupation Category: 29-1141.03 Critical Care Nurses
JOB DESCRIPTION
Travel Registered Nurse RN Pediatric Intensive Care Unit PICU
Location:SACRAMENTO, California
Shift:  12 Hour Night Shift
Start Date:  12/24/2018
Speciality:  RN - PICU - PEDIATRIC INTENSIVE CARE
Hiring Organization:   OneStaff Medical

Description:

We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we’re here to stand by your side and help you find your dream assignment anywhere in this great country. We want the same like-minded, awesome candidates to travel with us. Be bold. Enjoy work again. Let us help.

Now back to what you’re here for; we’re looking for a Travel Registered Nurse RN Pediatric Intensive Care Unit PICU to join our family, and well, that’s you! So check this out…

A Pediatric Intensive Care Nurse provides care for children and adolescents with life-threatening or high-acuity conditions that require constant monitoring. Working in the pediatric intensive care unit (PICU), a high-tech children’s services area for critically ill, medically complex and/or post-surgical patients, pediatric intensive care nursing jobs also involve collaboration with families, physicians and other healthcare professionals or clinicians to determine the best course of patient care and recovery.
Experience Requirements:
Minimum 1 year of current work experience in Travel Registered Nurse RN Pediatric Intensive Care Unit PICU
California state Healthcare Provider license or willing to obtain
This position may require one or more of these certifications: BLS, NRP, PALS, ACLS & possibly others
Benefits:
Are you in? Do we need to further convince you why OneStaff Medical is your ideal travel partner? How about:
A dedicated expert (our recruiter) to be by your side 24/7; every step of the process, and to ensure you get exactly what you are looking for!
All the good stuff like; Medical/Dental/Vision Insurance & 401K
Dream assignments all across the country; from sunny California, down to sun-kissed Florida, we got ‘em!
Travel reimbursement as part of your weekly pay!
Licensure and certification reimbursement to our return travelers, when needed for new assignments!
Some hot-hot-hot referral bonuses! (uh hum, so travel w/ an amigo(a) and get paid $500!)

…and FREE super soft premium scrubs through our partners, FIGs scrubs, to all of our loyal return nurses!
If you have questions about details on this assignment, fill out a QUICK APPLY and one of our recruiting specialists will reach out promptly to talk you through it all.
Contract"
17,Travel Nurse - ER RN - Emergency Room Registered Nurse,ADEX Medical Staffing,"Sacramento, CA"," ADEX Travel Nursing has been employing and servicing nurse travelers, sending them to great destinations around the country. Our vast networking affords us exclusive relationships at top facilities offering you unique career opportunities. Call us for more positions, 866-341-2339!
 
Benefits:
- Hundreds of locations
- Day One Major Medical, Vision, and Dental
- Top Pay
- Custom pay package                                   
- Fully furnished housing or housing stipend
- Weekly direct deposit and weekly pay
- $750 referral bonuses"
18,Nurse Manager Emergency Department Critical Care,Clinical Management Consultants,"Rancho Cordova, CA","A unique opportunity for an experienced Nurse Manager Emergency Department Critical Care has just become available at a top non-profit medical center in Northern California!
This esteemed medical center is a known in the community for its stellar patientcare and customer service, and has a glowing reputation as one of the best places towork in the area. Among the hospital’s numerous accolades are a Joint CommissionGold Seal of Approval for Cardiac Receiving Centers. This large facility offers high quality patient care over a wide range of services, including Cardiovascular Surgery, Obstetrics, Orthopedics, and Emergency Services.
Reporting to the RN Director of ER and ICU, the Nurse Manager Emergency Department Critical Care will oversee their busy 32-bed Emergency Room and 20-bed Intensive Care Unit. The Nurse Manager Critical Care ED will be well supported by an ICU Assistant Nurse Manager and ER Assistant Nurse Manager, as well as a dedicated team of Critical Care and Emergency Room Staff RNs. The Nurse Manager Emergency Department Critical Care will work in an open door environment where team effort and family atmosphere are embraced.
The Nurse Manager Emergency Department Critical Care will be responsible and accountable for departmental standards, staff competencies, and overall budget. The Nurse Manager Emergency Department Critical Care will ensure that the Emergency Department and ICU staff are operating at the highest level of patient safety and satisfaction. The Nurse Manager Emergency Department Critical Care will collaborate with Unit Educators to provide ongoing education and evaluation for all of the department’s staff. The Nurse Manager Emergency Department Critical Care will assist with the 24-hour supervision of the Department as well as oversee staff to provide efficient patient flow from arrival through departure.
This stable, respected medical center is prepared to offer the qualified Nurse Manager Emergency Department Critical Care a competitive salary and full suite of benefits, including generous retirement plan matching.

monsterboost5000"
19,Travel Registered Nurse RN Home Health,OneStaff Medical,"SACRAMENTO, CA","Date Posted:2018-02-21
Occupation Category: 31-1011.00 - Home Health Aides
JOB DESCRIPTION
Travel Registered Nurse RN Home Health
Location:SACRAMENTO, California
Shift:  8 Hour Day Shift Positions Available
Start Date:  12/24/2018
Speciality:  RN - HOME HEALTH
Hiring Organization:   OneStaff Medical

Description:

We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we’re here to stand by your side and help you find your dream assignment anywhere in this great country. We want the same like-minded, awesome candidates to travel with us. Be bold. Enjoy work again. Let us help.

Now back to what you’re here for; we’re looking for a Travel Registered Nurse RN Home Health to join our family, and well, that’s you! So check this out…

A Home Health Care Nurse works with patients in their homes. These nurses mainly work with the elderly, but sometimes work with younger children who have developmental or mobility issues. A Home Health Care Nurse is great for people that would rather work outside of a hospital.
Experience Requirements:
Minimum 1 year of current work experience in Travel Registered Nurse RN Home Health
California state Healthcare Provider license or willing to obtain
This position may require one or more of these certifications: BLS & possibly others
Benefits:
Are you in? Do we need to further convince you why OneStaff Medical is your ideal travel partner? How about:
A dedicated expert (our recruiter) to be by your side 24/7; every step of the process, and to ensure you get exactly what you are looking for!
All the good stuff like; Medical/Dental/Vision Insurance & 401K
Dream assignments all across the country; from sunny California, down to sun-kissed Florida, we got ‘em!
Travel reimbursement as part of your weekly pay!
Licensure and certification reimbursement to our return travelers, when needed for new assignments!
Some hot-hot-hot referral bonuses! (uh hum, so travel w/ an amigo(a) and get paid $500!)

…and FREE super soft premium scrubs through our partners, FIGs scrubs, to all of our loyal return nurses!
If you have questions about details on this assignment, fill out a QUICK APPLY and one of our recruiting specialists will reach out promptly to talk you through it all.
Contract"
20,Travel Nurse - Tele RN - Telemetry Registered Nurse,ADEX Medical Staffing,"Carmichael, CA","ADEX Travel Nursing has been employing and servicing nurse travelers, sending them to great destinations around the country. Our vast networking affords us exclusive relationships at top facilities offering you unique career opportunities. Call us for more positions, 866-341-2339!

Benefits:
- Hundreds of locations
- Day One Major Medical, Vision, and Dental
- Top Pay
- Custom pay package
- Fully furnished housing or housing stipend
- Weekly direct deposit and weekly pay
- $750 referral bonuses"
21,Surgical Nurse Educator,Clinical Management Consultants,"Sacramento, CA","An award-winning hospital in Central California is looking to add an experienced Surgical Nurse Educator to their team of dynamic nurse educators.
The Surgical Nurse Educator is a leader and a resource to the entire hospital leading the nursing team in the latest evidenced based surgical nursing research. With combined strong education skills and an in depth critical thinking and specialty knowledge, the Surgical Nurse Educator is a vital asset to the acute care facility. The Surgical Nurse Educator is well experienced in clinical practice, collaborative consultation, education, and will play a vital role in nursing research.
This not for profit, 200 bed acute care facility offers comprehensive health and wellness medical services to the surrounding communities. The practitioners and facility pride themselves in compassionate care without compromise. This shows in some of the facilities awards including JACHO top performer in quality measures and a Beason award for Excellence.
The surgical team sees patients for a variety of specialties including General, Orthopedic, GYN, Urological and Bariatric. The Bariatric team is award winning and recognized nationally. This facility also uses the Da Vinci for minimally invasive surgeries.
Central California combines suburban living and rural California countryside. Fresh California produce is available in every city and town in the area and wine county is a short drive away. The State Capital is a drivable distance also with many attractions and a diverse array of eateries and shopping. The central location is located in a small town outside of the major cities with beautiful riverside views. The warm and mild climate are ideal for outdoor activities
The Surgical Nurse Educator offers a competitive salary and great work life balance. Be a part of a collaborative environment as an integral part of the Nurse Education team!

monsterboost5000"
22,Travel Registered Nurse RN Telemetry,OneStaff Medical,"CARMICHAEL, CA","Date Posted:2018-08-20
Occupation Category: 29-1141.00 Registered Nurses
JOB DESCRIPTION
Travel Registered Nurse RN Telemetry
Location:CARMICHAEL, California
Shift:  12 Hour Night Shift Positions Available
Start Date:  12/24/2018
Speciality:  RN - TELEMETRY
Hiring Organization:   OneStaff Medical

Description:

We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we’re here to stand by your side and help you find your dream assignment anywhere in this great country. We want the same like-minded, awesome candidates to travel with us. Be bold. Enjoy work again. Let us help.

Now back to what you’re here for; we’re looking for a Travel Registered Nurse RN Telemetry to join our family, and well, that’s you! So check this out…

A Telemetry Nurse monitors patient’s vital signs with an electrocardiogram or other life sign-measuring device. They usually provide care to patients with gastrointestinal diseases, heart failure, diabetes, and other acute diagnoses. Most often they work in hospitals or other clinical facilities.
Experience Requirements:
Minimum 1 year of current work experience in Travel Registered Nurse RN Telemetry
California state Healthcare Provider license or willing to obtain
This position may require one or more of these certifications: BLS, ACLS, NIH & possibly others
Benefits:
Are you in? Do we need to further convince you why OneStaff Medical is your ideal travel partner? How about:
A dedicated expert (our recruiter) to be by your side 24/7; every step of the process, and to ensure you get exactly what you are looking for!
All the good stuff like; Medical/Dental/Vision Insurance & 401K
Dream assignments all across the country; from sunny California, down to sun-kissed Florida, we got ‘em!
Travel reimbursement as part of your weekly pay!
Licensure and certification reimbursement to our return travelers, when needed for new assignments!
Some hot-hot-hot referral bonuses! (uh hum, so travel w/ an amigo(a) and get paid $500!)

…and FREE super soft premium scrubs through our partners, FIGs scrubs, to all of our loyal return nurses!
If you have questions about details on this assignment, fill out a QUICK APPLY and one of our recruiting specialists will reach out promptly to talk you through it all.
Contract"
23,Travel Nurse - ICU RN - Intensive Care Unit Registered Nurse,ADEX Medical Staffing,"Carmichael, CA","ADEX Travel Nursing has been employing and servicing nurse travelers, sending them to great destinations around the country. Our vast networking affords us exclusive relationships at top facilities offering you unique career opportunities. Call us for more positions, 866-341-2339!

Benefits:
- Hundreds of locations
- Day One Major Medical, Vision, and Dental
- Top Pay
- Custom pay package
- Fully furnished housing or housing stipend
- Weekly direct deposit and weekly pay
- $750 referral bonuses"
