,0,1,2,3
58,Full Time Home Health Licensed Vocational Nurse,Kindred at Home,"San Rafael, CA","I believe that better care begins at home.
Compassionate care, uncompromising service and clinical excellence – that’s what our patients have come to expect from our clinicians. Kindred at Home, a division of Kindred Healthcare Inc., is the nation’s leading provider of comprehensive home health, hospice, and non-medical home care services.
Kindred at Home, and its affiliates, including Gentiva, delivers compassionate, high-quality care to patients and clients in their homes or places of residence, including non-medical personal assistance, skilled nursing and rehabilitation and hospice and palliative care. Our caregivers focus on each unique patient to deliver the appropriate care and emotional support to our patients and their families.
As a Home Health LVN, you will:
Provide professional nursing services under the direction of a RN in compliance with the state's Nurse Practice Act, any applicable licensure/certification requirement, applicable healthcare standards, governmental laws and regulations, and Gentiva Health Services policies and procedures.
Provide skilled nursing interventions in the treatment of the patient/clients illness, rehabilitative needs and preventative care. Utilize a holistic approach in the provision of problem specific therapeutic interventions, teaching and training activities in accordance with the plan of care.
Apply knowledge and skills in accordance with accepted standards of clinical practice to facilitate problem resolution and achieve individualized patient goals and outcomes.
Confer with the RN Supervisor regarding needed changes in the Plan of Treatment. Accept verbal orders from physician were permitted by state law/regulations/Nurse Practice Act and communicate these orders to the RN Supervisor.
Utilize a systematic, individualized goal/outcome driven approach in implementing the nursing plan of care.
Maintain contact with patients, physicians, clinical manager(s), other members of the healthcare team in a timely manner regarding patient/family needs and status changes. Participate in care coordination activities and discharge planning as appropriate.
Maintain the highest standards of professional conduct in relation to information that is confidential in nature. Share information only when the recipient's right to access is clearly established and the sharing of such information is dearly in the best interests of the patient.
Appropriately communicate to ensure adherence to professional standards in the provision of and availability of supplies, materials and equipment needed to safely and effectively implement the plan of care.
Prepare, submit and maintain documentation as required by the Company and/or facility. Visit/shift notes documented on day services are rendered.
Qualifications:
· Graduate of an accredited Licensed Practical Nursing Program or accredited School of Vocational Nursing.
· Current nursing license in the practicing state.
· Valid drivers license, auto insurance and reliable transportation.
· Current CPR certification.
· Two years experience as an LPN/LVN in a clinical setting, preferably in a home health or hospice setting.
Keywords: ACLS, ANA, Acute care, Admissions Nurse, Admission Nurse, cardio nurse, cardio LPN, cardio LVN, cardiac nurse, cardiac LPN, cardiac LVN, case management, case manager, clinical, clinic, critical care, ER, Emergency Room, Healthcare, health care, Homecare, home care, home health, homehealth, home health nurse, homecare nurse, home care nurse, home health LPN, home health LVN, homecare LPN, homecare LVN, home care LPN, home care LVN, hospice nurse, hospice LPN, hospice LVN, hospital, ICU, intensive care unit, LPN, LVN, L.P.N., L.V.N., license practical nurse, licensed practical nurse, license vocational nurse, licensed vocational nurse, medical, medical care, med surg, med-surg, medicare, Nurse, Nurse Care Manager, Nurse Job, Nurse Jobs, oncology LPN, oncology LVN, oncology nurse, palliative care nurse, ortho nurse, ortho LPN, ortho LVN, palliative care LPN, palliative care LVN, LPN Job, LVN Job, LPN jobs, LVN jobs, Nursing, nursing job, nursing jobs, Oasis, PRN, PDM, progressive care nurse, rehab LPN, rehab LVN, rehab nurse, skilled visit, staff LPN, staff LVN, staff nurse, step down unit, step-down unit, step down unit LPN, tele, telemetry, telemetry nurse, telemetry LPN, telemetry LVN, travel nurse, travel LPN, travel LVN, visit nurse, Girling, Girling Home Health, Girling Hospice, AmHeart Hospice, Asian American Home Health, Asian American Hospice, Girling Healthcare, Harden Home Health, Harden Hospice, Healthfield, Iowa Hospice, Missouri Home Care of Rolla, Omega Hospice, The Home Option, Girling Community Care, Odyssey, Vista Care, VistaCare, Olsten Kimberley Quality Care ~MON~
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity or national origin."
59,Licensed Vocational Nurse - LVN - Per Diem,ATC- West,"Oakland, CA","Licensed Vocational Nurse - LVN - Per Diem
Oakland, CA

ATC West has immediate full time opportunities for Licensed Vocational Nurses! We're working with one of the top hospitals in the area and need LVNs for per diem positions!

RESPONSIBILITIES
Repeatedly coach, counsel and educate patients on a daily basis
Perform Labs, injections, Body Composition Analysis, blood pressure and measurements on a daily/frequent basis
Assist the physician and nurse practitioner on a weekly basis
Accurately chart all visits (electronic and hard charts) on a daily/frequent basis
Participate in achieving clinic financial goals through sales efforts
Promote programs and products, collect, report and record payment
Conduct clinic operations ( inventory, phone call modules, exam day prep, etc.)
Requirements
Valid State Nurses license (LVN) required
Minimum of 1 year nursing experience in an acute care setting preferred
Blood withdrawal and CPR certification is required
If interested please send an updated resume, 3 professional references, and a copy of your C.N.A. license to Team1@atc-west.com OR fax to 909-509-5890. For further assistance give us a call 909.222.4044"
60,Per Diem Home Health Licensed Vocational Nurse,Kindred At Home,"Pleasant Hill, CA","I believe that better care begins at home.
Compassionate care, uncompromising service and clinical excellence that’s what our patients have come to expect from our clinicians. Kindred at Home, a division of Kindred Healthcare Inc., is the nation’s leading provider of comprehensive home health, hospice, and non-medical home care services.
Kindred at Home, and its affiliates, including Gentiva, delivers compassionate, high-quality care to patients and clients in their homes or places of residence, including non-medical personal assistance, skilled nursing and rehabilitation and hospice and palliative care. Our caregivers focus on each unique patient to deliver the appropriate care and emotional support to our patients and their families.
As a Home Health LVN, you will:
Provide professional nursing services under the direction of a RN in compliance with the state's Nurse Practice Act, any applicable licensure/certification requirement, applicable healthcare standards, governmental laws and regulations, and Gentiva Health Services policies and procedures.
Provide skilled nursing interventions in the treatment of the patient/clients illness, rehabilitative needs and preventative care. Utilize a holistic approach in the provision of problem specific therapeutic interventions, teaching and training activities in accordance with the plan of care.
Apply knowledge and skills in accordance with accepted standards of clinical practice to facilitate problem resolution and achieve individualized patient goals and outcomes.
Confer with the RN Supervisor regarding needed changes in the Plan of Treatment. Accept verbal orders from physician were permitted by state law/regulations/Nurse Practice Act and communicate these orders to the RN Supervisor.
Utilize a systematic, individualized goal/outcome driven approach in implementing the nursing plan of care.
Maintain contact with patients, physicians, clinical manager(s), other members of the healthcare team in a timely manner regarding patient/family needs and status changes. Participate in care coordination activities and discharge planning as appropriate.
Maintain the highest standards of professional conduct in relation to information that is confidential in nature. Share information only when the recipient's right to access is clearly established and the sharing of such information is dearly in the best interests of the patient.
Appropriately communicate to ensure adherence to professional standards in the provision of and availability of supplies, materials and equipment needed to safely and effectively implement the plan of care.
Prepare, submit and maintain documentation as required by the Company and/or facility. Visit/shift notes documented on day services are rendered.


Required Skills
Qualifications:
Graduate of an accredited Licensed Practical Nursing Program or accredited School of Vocational Nursing.
Current nursing license in the practicing state.
Valid drivers license, auto insurance and reliable transportation.
Current CPR certification.
Two years experience as an LPN/LVN in a clinical setting, preferably in a home health or hospice setting.


Required Experience
Keywords: ACLS, ANA, Acute care, Admissions Nurse, Admission Nurse, cardio nurse, cardio LPN, cardio LVN, cardiac nurse, cardiac LPN, cardiac LVN, case management, case manager, clinical, clinic, critical care, ER, Emergency Room, Healthcare, health care, Homecare, home care, home health, homehealth, home health nurse, homecare nurse, home care nurse, home health LPN, home health LVN, homecare LPN, homecare LVN, home care LPN, home care LVN, hospice nurse, hospice LPN, hospice LVN, hospital, ICU, intensive care unit, LPN, LVN, L.P.N., L.V.N., license practical nurse, licensed practical nurse, license vocational nurse, licensed vocational nurse, medical, medical care, med surg, med-surg, medicare, Nurse, Nurse Care Manager, Nurse Job, Nurse Jobs, oncology LPN, oncology LVN, oncology nurse, palliative care nurse, ortho nurse, ortho LPN, ortho LVN, palliative care LPN, palliative care LVN, LPN Job, LVN Job, LPN jobs, LVN jobs, Nursing, nursing job, nursing jobs, Oasis, PRN, PDM, progressive care nurse, rehab LPN, rehab LVN, rehab nurse, skilled visit, staff LPN, staff LVN, staff nurse, step down unit, step-down unit, step down unit LPN, tele, telemetry, telemetry nurse, telemetry LPN, telemetry LVN, travel nurse, travel LPN, travel LVN, visit nurse, Girling, Girling Home Health, Girling Hospice, AmHeart Hospice, Asian American Home Health, Asian American Hospice, Girling Healthcare, Harden Home Health, Harden Hospice, Healthfield, Iowa Hospice, Missouri Home Care of Rolla, Omega Hospice, The Home Option, Girling Community Care, Odyssey, Vista Care, VistaCare, Olsten Kimberley Quality Care~MON~
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity or national origin."
61,Licensed Practical Nurse (LPN),Sunrise Senior Living,"San Francisco, CA","2018-74241
""It makes me feel good knowing that we make the residents’ lives better. We laugh with them, cry with them, sing and dance with them – we brighten their day. Working here is an unbelievable privilege and it will be something I carry with me for the rest of my life!""

- Sunrise Team Member
  At Sunrise, our The Licensed Practical Nurse/Licensed Vocational Nurse (LPN/LVN) is responsible for providing direct resident care and supervision of resident care work of non-licensed team members in the skilled nursing operations and other areas throughout the community as appropriate.

 Responsibilities:
- Ensuring quality assurance and regulatory compliance while promoting the highest degree of quality care and service
- Overseeing coordination of residents’ health and wellness needs
- Working closely with family members and consulting with community physician(s) to ensure residents’ needs are being attended to in a personalized way
  Qualifications:
- Graduate of approved college/school of nursing
- Have a current state license as a Practical Nurse/Vocational Nurse
- A minimum of one (1) year experience in long term care, assisted living, skilled nursing, hospital, and/or full service operations
- Demonstrated knowledge of nursing practices, techniques and methods as applied to skilled nursing and resident care
- Demonstration of knowledge of federal, state and local long term care regulations
- Understanding of the Resident Assessment Instrument (RAI) and the Care Plan Process
- Ability to handle multiple priorities
- Possess written and verbal skills for effective communication
- Competent in organizational, time management skills
- Demonstrates good judgment, problem solving and decision making skills
- Proficiency in computer skills, Microsoft Office (Windows, Outlook, Excel) with the ability to learn new applications
 Sunrise maintains a drug-free work environment and all offers of employment with Sunrise are conditioned on submitting to and successfully completing and passing a drug and alcohol test.

Sunrise Senior Living has championed quality of life in senior care for more than 30 years. We believe team members are our greatest resource and are looking for people who share our commitment to provide quality care for seniors and their families.
 At Sunrise, you will…

Make a Difference Every Day
We deliver high-quality care with a personal touch and encourage our residents to enjoy life to the fullest.
  Be Part of a Uniquely Supportive Community
We care for residents and each other, and offer programs, rewards, and benefits to help you live your best.
  Ignite Your Potential
You have the opportunity to grow both personally and professionally, and achieve your career goals."
62,LVN Internal Medicine/ Family Medicine (Non-Union) - Daly City (Full Ti,Sutter Health,"Daly City, CA","Description

Under general supervision and within the scope of their certification or licensure assists providers or mid-level professionals in implementing the medical plan of care to patients.


Performs rooming procedure and follows rooming standards in an efficient, courteous and professional manner; ensuring that the patient will be fully prepared prior to the provider entering the exam room
Obtains appropriate assessment data such as clinical history, vital signs, weight and symptoms from patient and accurately records data using relevant electronic health records within a timely manner
Assists the patients care team in implementing the plan of care for the patient in a collaborative and professional manner
Notifies patients and front desk PSR’s of possible wait times while in the lobby or exam room
Identifies patients with special needs and provides appropriate assistance
Performs administrative duties in a timely, accurate and collaborative manner according to policy and procedures within the LVN scope of practice
Retrieves voicemails and enters in EPIC as appropriate at least once an hour and before the end of the shift.
Retrieves/responds to eMessaging according to established workflows and within the scope of practice as outlined in policies and procedures
Managing assigned EPIC in-baskets throughout the shift, addressing all work before the end of the shift.
Retrieves incoming faxes and handling at least once an hour
Retrieves work from provider outboxes and handles throughout the shift, completing by the end of the shift
Prepares forms and manages prior authorizations, referrals, result letters, overdue result letters, throughout the shift, completing incoming work by the end of the shift
Arranges durable medical equipment rentals utilizing specific forms according to established workflows
Coordinates appointments for patients between sites in a timely, accurate and efficient manner
Retrieves/responds to messages from the LVN Pool at least once an hour and before the end of the shift
Accurately collects and transmits information between the patient and provider in a courteous and professional manner.
Communicates updates to patient requests on a daily basis until request is complete
Documentsappropriateinformation clearly and accurately using the proper format according to department policies and procedures which may include documenting conversations with patients, support staff and provider no later than the end of the shift
Documents verbal orders from physician and sends to provider for co-sign
Provides professional and accurate communication with co-workers to provide safe and seamless patient care



Qualifications

Requirements:

HS Diploma

Licensed Vocational Nurse – LVN

Basic Life Support Certification – BLS

IV Certification

Previous ambulatory careexperience (Preferred)"
63,"LPN - Licensed Practical Nurse in San Francisco, CA",CoreMedical Group,"San Francisco, CA","Job Details
Client in California seeking Home Health LPN to work days.
 Work with other travelers while gaining valuable experience in this highly sought after location!  Top pay and housing available!! 
 There's plenty to see and do in California.  You won't be disappointed!
 
Indoor or outdoor, you'll be hard pressed to find a sport that doesn't exist in California. From the most adventurous to the most relaxing. 
Ride a roller coaster at the beach or a steam train through the red woods. View exotic animals or marine life in spectacular settings.
Aside from the many museums that showcase California's history, there are also many historic sites and monuments.
Hike to impossibly high waterfalls, explore lakes that sparkle like gems, discover crystalline caves or wake to the beach at your doorstep.
 CoreMedical Group has hundreds of exciting and rewarding travel assignments throughout the country for Travel Allied Professionals and Travel Nurses. Our clients are among the most prestigious healthcare facilities in the country.
 As a travel allied professional or a traveling nurse with CoreMedical Group, you are eligible for some of the best benefits in the industry, including:
Free Private Housing or a Generous Housing Allowance
Health Insurance coverage, Medical/Dental/Vision
$50K in Free Life Insurance coverage
Travel Reimbursement
Licensure Assistance & Reimbursement
Matching 401K
Referral Bonus Program
Loyalty Bonus Program
...Plus much more!"
64,School LVN,Mediscan,"Belmont, CA","Experience the difference with the Mediscan Team!
 Exceptional and rewarding careers start here! Mediscan Therapy is currently seeking a Licensed Vocational Nurse for the 2018-2019 school year. The LVN will work with the K-12 population in Belmont, CA. 
 Benefits:
 Excellent Compensation
 Medical Benefits
 Requirements:
State Licensure
 We specialize in placing clinicians in pediatric settings and we offer a variety of work options from per-diem or part-time to long term and travel positions, giving our employees more opportunities and flexibility.
  Make a difference, one child at a time!
 Natalie Burke
National Account Manager
 "
65,Shift/Charge Nurse - LVN/LPN - Atria Park of Lafayette,Atria Senior Living,"Lafayette, CA","Assist in supervising the medication program, activity in medication room and assisting the residents with self-administration of their medication.
Assist residents with Activities of Daily Living and Independent with Activities of Daily Living as needed.
Maintain positive relations with residents, families and physicians.
Report any significant incidents and/or changes in the residents needs to the Executive Director/Resident Services Director.
Assist in the completion of resident assessments and services plans.
Assist in the training of assisted living staff and participates in orientation of new staff.
Attend and participates in scheduled in-service programs, training programs and staff meetings.
Assist with scheduling and staffing of Resident Services Assistants and Resident Medication Assistants as needed.
May perform other duties as assigned. 

Licensed Vocational Nurse/ Licensed Practical Nurse with a current license in good standing.
Certification or licensed per state guidelines.
Basic First Aid and CPR certification if required by State.
Must successfully complete Atria’s Medication Management Training (if providing medication reminders or assistance with medication).
Must successfully complete all Atria specified training programs.
Able to read and comprehend simple instructions, short correspondence, and memos.  Able to write simple correspondence.  Able to effectively present information in one-on-one and small group situations to customers, clients, and other employees of the organization.
Able to add, subtract, multiply, and divide in all units of measure, using whole numbers, common fractions, and decimals. 
Able to apply common sense understanding to carry out detailed but uninvolved written or oral instructions.  Able to deal with problems involving a few concrete variables in standardized situations.
Able to work various schedules and shifts as needed.
Licensed Practical Nurse, LPN, L.P.N., Licensed Vocational Nurse, LVN, Nurse, L.V.N.

What’s the difference between a job and a meaningful, rewarding career? The people you serve. When you work at Atria, you have a front-row seat to the amazing life stories of the wisest people on earth. What’s more, you are part of an extraordinary company – one that’s investing in the future of senior living by investing in you. Don’t just do a job. Be part of an extraordinary life.
 Atria Senior Living is a leading operator of independent living, assisted living, supportive living, and memory care communities in more than 200 locations in 27 states and seven Canadian provinces. We create vibrant communities where older adults can thrive and participate, know that their contributions are valued, and enjoy access to opportunities and support that help them continue making a difference in our world.
 Atria is an equal opportunity employer committed to providing equal employment opportunities without regard to race, color, religion, sex (including pregnancy), sexual orientation, age, national origin, disability, genetic information, veteran status, or any other classification protected by applicable law. Atria will not tolerate harassment or discrimination based on any of these protected classifications.
 "
66,Lvn-Lpn,Sava Senior Care,"Oakland, CA","In this role, you will provide direct patient care within a skilled nursing facility. You'll follow the plan of care, assessing patients, administering medications and treatments, preparing supplies and equipment for treatments, and assisting the attending physician or registered nurse in performing specialized procedures.
In return for your exceptional service, we're committed to our employees and making a great place to work even better.
Graduate of an accredited school of Nursing.
Valid LPN License.
Current CPR certification."
67,Shift/Charge Nurse - LVN/LPN - Atria Park of Lafayette,"Atria Management Company, LLC","Lafayette, CA","Responsibilities
Assist in supervising the medication program, activity in medication room and assisting the residents with self-administration of their medication.
Assist residents with Activities of Daily Living and Independent with Activities of Daily Living as needed.
Maintain positive relations with residents, families and physicians.
Report any significant incidents and/or changes in the residents needs to the Executive Director/Resident Services Director.
Assist in the completion of resident assessments and services plans.
Assist in the training of assisted living staff and participates in orientation of new staff.
Attend and participates in scheduled in-service programs, training programs and staff meetings.
Assist with scheduling and staffing of Resident Services Assistants and Resident Medication Assistants as needed.
May perform other duties as assigned. 
Qualifications
Licensed Vocational Nurse/ Licensed Practical Nurse with a current license in good standing.
Certification or licensed per state guidelines.
Basic First Aid and CPR certification if required by State.
Must successfully complete Atria’s Medication Management Training (if providing medication reminders or assistance with medication).
Must successfully complete all Atria specified training programs.
Able to read and comprehend simple instructions, short correspondence, and memos.  Able to write simple correspondence.  Able to effectively present information in one-on-one and small group situations to customers, clients, and other employees of the organization.
Able to add, subtract, multiply, and divide in all units of measure, using whole numbers, common fractions, and decimals. 
Able to apply common sense understanding to carry out detailed but uninvolved written or oral instructions.  Able to deal with problems involving a few concrete variables in standardized situations.
Able to work various schedules and shifts as needed.
Licensed Practical Nurse, LPN, L.P.N., Licensed Vocational Nurse, LVN, Nurse, L.V.N.
Overview
What’s the difference between a job and a meaningful, rewarding career? The people you serve. When you work at Atria, you have a front-row seat to the amazing life stories of the wisest people on earth. What’s more, you are part of an extraordinary company – one that’s investing in the future of senior living by investing in you. Don’t just do a job. Be part of an extraordinary life.
 Atria Senior Living is a leading operator of independent living, assisted living, supportive living, and memory care communities in more than 200 locations in 27 states and seven Canadian provinces. We create vibrant communities where older adults can thrive and participate, know that their contributions are valued, and enjoy access to opportunities and support that help them continue making a difference in our world.
 Atria is an equal opportunity employer committed to providing equal employment opportunities without regard to race, color, religion, sex (including pregnancy), sexual orientation, age, national origin, disability, genetic information, veteran status, or any other classification protected by applicable law. Atria will not tolerate harassment or discrimination based on any of these protected classifications.
 "
68,LVN (28369),The Peninsula Regent,"San Mateo, CA","General Summary:
A Nurse is a member of the health care staff of The Peninsula Regent who possesses a valid California Nursing License. This license may be either a Registered Nurse (RN) or a Licensed Vocational Nurse (LVN). The Nurse under the supervision of the Director of Health and Wellness i...Job Requirements: Minimum Qualifications
Can demonstrate efficient capability in the following Skills, Knowledge, and Abilities
Skills: Can read and write in English and able to communicate effectively through appropriate lines of authority.
Knowledge: Understands the patient care process, and is familiar with emergency procedures, department policies and safety protocol. Attends all department in-service training to stay current on all department policies and procedures.
Ability to follow established protocols, think critically, and informs appropriate persons in a timely manner and document events. Able to perform in an emergency situation and provide direction and support in an appropriate manner with a positive and professional attitude.
Physical Requirements/Working Conditions:
In the course of performing job duties, the worker is reasonably anticipated to have occupational exposure to blood borne pathogens, i.e. skin, eye, mucous membrane or potential contact with blood or other potentially infectious material. Working schedules include day, evening, night and weekend shifts. May also be required to be on-call, work overtime or shift reduced or cut. Must be prepared to handle physically stressful situations, including acute/medical situations and infectious or hazardous materials. Frequent repetitive hand movements, frequent moving, lifting or carrying weights up to 25 lbs. Requires a wide range of constant physical activities, including but not limited to sitting, standing for extended periods of time, walking, bending twisting and reaching.
Licenses/Certifications:
A current State of California RN or LVN License Must be a graduate of an accredited school of nursing. Note: License will be verified in the National Practitioner Data Bank.CPR and First Aid Certification.
Clearances:
Criminal clearance, including fingerprinting, health screening/physical, and TB test results is required prior to presence in facility."
69,LVN,Center for Discovery,"Menlo Park, CA","Overview
About Center For Discovery
Center For Discovery has a 20-year legacy of transforming lives by promoting health, healing and hope to our clients and their families. We are a national leader in behavioral healthcare and offer world-class treatment for eating disorders, mental health and substance abuse conditions. We serve adolescents and adults in both residential and outpatient settings. It is our mission to create a transformative therapeutic experience aimed at profoundly and creatively facilitating behavioral, emotional and spiritual growth. We place a high priority on providing an environment that supports an unlimited capacity for learning, and we seek qualified individuals who share our passion for improving the lives of those we serve.
 Benefits of Working at Center For Discovery
At Center For Discovery you will have the opportunity to work closely within a team of professionals consisting of eating disorder and mental health experts, all dedicated to promoting lasting health and healing. Clinical supervision and guidance are provided on total client care and therapeutic milieu management, as well as career growth and personal development oversight. You will develop an individualized growth plan which will help you develop your professional skills and career objectives. We offer competitive pay and a $1000 retention bonus.
 Additional benefits include:
Modern, home-like office space
Team-building exercises and activities
Family-style meals provided
 The Facility
Your workplace is in a beautiful home in a nice residential neighborhood, with bedrooms, kitchen, living rooms and more (for a virtual tour please visit our website at CenterForDiscovery.com). Treatment in this home setting allows our clients to feel comfortable in familiar surroundings and provides greater transferability and internalization of the treatment experience for when returning home. Generally, we accommodate no more than six clients at a time to optimize individualized treatment plans and provide a high staff-to-client ratio.
 The Position
This is an on-call position and hours are dependent upon census and scheduling needs of the program. The LVN/LPN is responsible for assisting and supporting residents through the entire treatment experience from admission through discharge. The LVN is responsible for communicating observations and insights to the treatment team (i.e. therapists, dietitian, psychiatrist, pediatrician and facility administrator) to ensure the team is comprehensively addressing each client’s issues. The LVN introduces each new client to his/her fellow residents and the treatment staff, and orients each client to the rules, expectations, and
routine of the daily treatment schedule.
 Qualifications
LVN/LPN Certification
Must be licensed in current state
Must have considerable knowledge of nursing principles and practice
Must demonstrate knowledge of medications and their proper application and use
Must be able to take vital signs and provide first aid
Responsibilities
Completing H&P upon admission for each client
Developing and initiating the Nursing Care Plan
Facilitating therapeutic groups
Providing clear and complete client documentation
Implementing Physician Orders
Availability for consultation after hours and returns telephone calls/pages within a ten-minute time frame
Administering medication as prescribed
Counting narcotics daily, logs appropriately
Meeting regularly with medical staff to discuss client treatment
Providing assessments of medical problems as needed
Performing primary first aid and determining need for physician notification
Consulting with the physician and psychiatrist to ensure appropriate medical interventions
Meeting with each client, completes a daily assessment, and administers all prescription medication
Responsibility for carrying out any orders received from the physician and psychiatrist, and reports information to the Program Director and Facility
Understanding the therapeutic process and confidentiality laws, and have strong knowledge of professional ethics
Demonstrating leadership abilities, with an ability to communicate with persons from all educational and cultural backgrounds
Demonstrating tact, initiative, resourcefulness, a professional manner, enthusiasm, and a non-judgmental attitude
INDM
CB*"
70,Licensed Vocational Nurse LVN - Per Diem - Correctional,B2B Staffing Services,"San Quentin, CA","Licensed Vocational Nurse - Per Diem - Correctional
San Quentin, CA
Excellent local hourly pay
Traveler Tax Advantage Program
Day One medical/dental/vision benefits – $25 per week out of pocket 
Weekly direct deposit
Multiple assignments & locations to choose from
Position Details
Per Diem
Start ASAP
Multiple shifts available
Must be available for all shifts
Position Requirements
California Vocational Nurse License
One year of experience"
71,LICENSED VOCATIONAL NURSE,Platinum Empire Group,"San Leandro, CA","Current CA Vocational Nurse License. One year acute care and/or related outpatient experience (within last three years). Depending on department, specific experience may be required. Depending on department, ACLS or PALS may be required. Demonstrated ability to use personal computer. Current BLS certification required."
72,Detention Licensed Vocational Nurse,"County of Marin, CA","San Rafael, CA","At the County of Marin, our employees overwhelmingly report feeling their work is meaningful, they like the work they do and they are proud to tell people ""I work for the County of Marin."" Read on to find out more about this opportunity:
 
DEPARTMENT OF HEALTH & HUMAN SERVICES:  At Health & Human Services, we serve our community through the values of support, unity, trust and excellence with one common goal: to promote and protect the health, well-being, safety and self-sufficiency of all in Marin.  Join our team of bright, committed and energetic people who also want to make an impact through public service.



 Job Type: Part Time, Regular
Location: San Rafael, California
Agency: Health & Human Services"
73,LVN - Clinic,Maxim Healthcare,"Oakland, CA","Maxim Healthcare Services is a travel nurse placement company that can find the job that you want, in the location of your choice, nationwide! Once we get to know you, we'll work as hard as we can until we find the perfect match, customized for you! At Maxim, your next adventure starts with a click or a call!"
74,Licensed Vocational Nurse,MGA Healthcare Staffing,"Oakland, CA","Licensed Vocational Nurse Job Summary:
MGA Healthcare is seeking licensed nurses for opportunities available in Oakland, CA. This full-time position is a great opportunity for new and experienced nurses alike as you will be working alongside some of the top medical professionals in the Bay Area while gaining invaluable clinical experience. As an MGA LVN you can expect:

Full-time, long-term work (40hrs, Monday - Friday)
Benefits package (medical, dental, vision, life and more) offered after only 30 days of full-time employment
Weekly pay from $19 - $29 per hour
24/7 support from your MGA team!

You will:
Administer medication including Intramuscular and Subcutaneous injections
Collect patient specimens for testing
Assess and report vitals to the physician
Provide wound treatment and dressing change
Maintain safety and comfort of the patients

Qualifications:
Active CA LVN license in good standing
Professional experience in a healthcare facility preferred

How to Apply:
To apply please email sfallied@mgahealthcare.com or click apply to submit an application for immediate review!
cb2"
75,CNA - Mercy,Elder Care Alliance,"Oakland, CA","Req ID 2018-1303
Job Category Clinical Services
Shift Day
Who We Are

An Elder Care Alliance Community

Mercy Retirement & Care Center

Do you enjoy working with seniors? Do you want to work in a setting where you are valued and appreciated? Mercy Retirement & Care Center is a vibrant retirement community located in Oakland. We provide senior assisted living, memory care, skilled nursing and rehabilitation services to meet a variety of health care needs. We pride ourselves on being a person-centered community and value our employees and residents. We are currently hiring.

About This Career Opportunity

A CNA:
Provides direct and indirect resident care activities under the direction of an RN or LVN.
Assists residents with activities of daily living, including providing for personal care and comfort.
Provides general nursing care such as positioning residents, lifting and turning residents, applying/utilizing special equipment, assisting in use of bedpan or commode, and ambulating the residents.
Provides morning and/or evening care, which may include bed bath, shower or whirlpool, oral hygiene, combing hair, back care, dressing residents, changing bed linen, cleaning overbed table and bedside stand, straightening room and other general care as necessary throughout the day.
Monitors residents on ongoing basis for condition or behavior and unusual incidents and reports to RN or LVN.
Assists in the maintenance of a safe and clean environment for an assigned group of residents.


Are You Qualified?

Here's what you need:
Ability to interact with residents, families, coworkers, managers and other departmental personnel in a kind, knowledgeable, professional and friendly manner.
Current First Aid Training and Certifications as per Title 22.
Must possess effective English verbal and written communication skills with the ability to successfully work in a multi-cultural environment.
Working knowledge of computers and typing, sufficient enough to be successful with computerized Point of Care and other systems.
Minimum of six months in long term care, home care or related field.
PI106270641"
76,LVN – Licensed Vocational Nurse,United Health Care Staffing,"Oakland, CA","LVN – Licensed Vocational Nurse - Oakland, CA

Currently seeking a full time certified LVN – Licensed Vocational Nurse in California

Job Duties and Responsibilities of LVN:
Provides nursing services including: administration of medications and injections to patients as directed by the providers.
Documents patient's current medication list, including name(s) of medications, dosages, frequency, duration and start date. Administers medication and treatment as prescribed through written Provider orders
Assist in preparation of nursing, MA and support staff schedules and assures that adequate coverage is provided to providers and clinic sessions.
Assists RN's to adequately supply routine medical supplies; reorders supplies through established purchasing procedures. Maintains an accurate inventory of medical supplies to ensure services are not compromised due to unforeseen shortages.
Requirements of LVN:
Minimum of 1 year experience in SNIF.
BLS Certification
Excellent communication skills
Current active license as a LVN to practice in the state of CALIFORNIA
Benefits of working as an LVN for UNITED Nurses include:
Personalized Compensation Packages
Weekly Pay
Healthcare Benefits
For consideration, please contact send your resume at jobs@uhcstaffing.com."
77,Licensed Vocational Nurse (LVN),NursingJobs,"San Francisco, CA","Licensed Vocational Nurse (LVN) for 13 week contracts with possibility to extend

Leading academic facility in the San Francisco area.They are committed to providing the safest and highest quality care to patients.

They define quality care as:
Superior care and outcomes
Outstanding patient safety
Care delivered in a timely manner
Fair, unbiased access to health care
day shifts
OB/Gyn office
General Med 
Womens Health
Surgery Transplant
Required Qualifications:
Current License
BLS
Call for more details"
