WELDG/E 142,Gas Tungsten Arc Welding (TIG) & Gas Metal Arc Welding (MIG),Th 10:45AM - 1:55PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,WELDG/E,"400 W. Washington Blvd, Los Angeles, CA 90015"
WELDG/E 142,Gas Tungsten Arc Welding (TIG) & Gas Metal Arc Welding (MIG),MoWe 9:00AM - 10:25AM,02/04/2019 - 06/03/2019,LA Trade-Technical College,WELDG/E,"400 W. Washington Blvd, Los Angeles, CA 90015"
WELDG/E 143,Welding Related Technical Instruction IV,We 10:45AM - 1:55PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,WELDG/E,"400 W. Washington Blvd, Los Angeles, CA 90015"
WELDG/E 143,Welding Related Technical Instruction IV,TuTh 9:00AM - 10:25AM,02/04/2019 - 06/03/2019,LA Trade-Technical College,WELDG/E,"400 W. Washington Blvd, Los Angeles, CA 90015"
WELDG/E 200,Metal Sculpture Ii,Sa 8:00AM - 10:05AM,02/04/2019 - 06/03/2019,LA Trade-Technical College,WELDG/E,"400 W. Washington Blvd, Los Angeles, CA 90015"
WELDG/E 200,Metal Sculpture Ii,Sa 10:15AM - 2:30PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,WELDG/E,"400 W. Washington Blvd, Los Angeles, CA 90015"
WELDG/E 210,Metal Sculpting Laboratory,Fr 8:00AM - 2:30PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,WELDG/E,"400 W. Washington Blvd, Los Angeles, CA 90015"
T & M 027,Basic Machine Shop Theory And Practice,Sa 9:00AM - 11:05AM,02/04/2019 - 06/03/2019,Instructional Television,T & M,"5800 Fulton Avenue, Valley Glen, CA 91401"
T & M 027,Basic Machine Shop Theory And Practice,Sa 11:05AM - 3:20PM,02/04/2019 - 06/03/2019,Instructional Television,T & M,"5800 Fulton Avenue, Valley Glen, CA 91401"
T & M 030,Machine Shop Practice I,Sa 9:00AM - 10:05AM,02/04/2019 - 06/03/2019,Instructional Television,T & M,"5800 Fulton Avenue, Valley Glen, CA 91401"
T & M 030,Machine Shop Practice I,Sa 10:05AM - 3:25PM,02/04/2019 - 06/03/2019,Instructional Television,T & M,"5800 Fulton Avenue, Valley Glen, CA 91401"
OPMAINT 228,Steam Plant Operation I,MoWe 6:00PM - 9:10PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,OPMAINT,"400 W. Washington Blvd, Los Angeles, CA 90015"
OPMAINT 229,Steam Plant Operation II,TuTh 6:00PM - 9:10PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,OPMAINT,"400 W. Washington Blvd, Los Angeles, CA 90015"
BLDGCTQ 007,Weatherization - Practical Energy Efficiency Techniques,Tu 6:00PM - 9:10PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,BLDGCTQ,"400 W. Washington Blvd, Los Angeles, CA 90015"
BLDGCTQ 008,Weatherization-Energy Efficiency Practices,We 6:00PM - 9:10PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,BLDGCTQ,"400 W. Washington Blvd, Los Angeles, CA 90015"
BLDGCTQ 010,Energy And Utility Industry Careers,Th 6:00PM - 9:10PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,BLDGCTQ,"400 W. Washington Blvd, Los Angeles, CA 90015"
BLDGCTQ 101,Contract's License Law,Fr 6:00PM - 9:10PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,BLDGCTQ,"400 W. Washington Blvd, Los Angeles, CA 90015"
BLDGCTQ 102,O.S.H.A. Based Safety Standards: Construction & Industry,Th 6:00PM - 8:05PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,BLDGCTQ,"400 W. Washington Blvd, Los Angeles, CA 90015"
BLDGCTQ 215,Small Wind Energy Systems Principles And Practices,ThFr 6:00PM - 9:10PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,BLDGCTQ,"400 W. Washington Blvd, Los Angeles, CA 90015"
DRAFT 010,Cadd For Sustainable Landscape Design,MoWe 9:45AM - 11:10AM,02/04/2019 - 06/03/2019,LA Trade-Technical College,DRAFT,"400 W. Washington Blvd, Los Angeles, CA 90015"
DRAFT 010,Cadd For Sustainable Landscape Design,MoWe 11:20AM - 12:45PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,DRAFT,"400 W. Washington Blvd, Los Angeles, CA 90015"
DRAFT 016,Blueprint Reading I,Tu 6:00PM - 7:05PM,02/04/2019 - 06/03/2019,Los Angeles Harbor College,DRAFT,"1111 Figueroa Place, Wilmington, CA 90744"
DRAFT 016,Blueprint Reading I,Tu 7:05PM - 9:10PM,02/04/2019 - 06/03/2019,Los Angeles Harbor College,DRAFT,"1111 Figueroa Place, Wilmington, CA 90744"
DRAFT 016,Blueprint Reading I,TuTh 11:10AM - 11:40AM,02/04/2019 - 06/03/2019,Los Angeles Harbor College,DRAFT,"1111 Figueroa Place, Wilmington, CA 90744"
DRAFT 016,Blueprint Reading I,TuTh 11:40AM - 12:40PM,02/04/2019 - 06/03/2019,Los Angeles Harbor College,DRAFT,"1111 Figueroa Place, Wilmington, CA 90744"
DRAFT 016,Blueprint Reading I,TuTh 1:00PM - 1:30PM,02/04/2019 - 06/03/2019,Los Angeles Harbor College,DRAFT,"1111 Figueroa Place, Wilmington, CA 90744"
DRAFT 016,Blueprint Reading I,TuTh 1:30PM - 2:35PM,02/04/2019 - 06/03/2019,Los Angeles Harbor College,DRAFT,"1111 Figueroa Place, Wilmington, CA 90744"
DRAFT 017,Blueprint Reading II,TuTh 4:00PM - 4:30PM,02/04/2019 - 06/03/2019,Los Angeles Harbor College,DRAFT,"1111 Figueroa Place, Wilmington, CA 90744"
DRAFT 017,Blueprint Reading II,TuTh 4:30PM - 5:20PM,02/04/2019 - 06/03/2019,Los Angeles Harbor College,DRAFT,"1111 Figueroa Place, Wilmington, CA 90744"
DRAFT 050,Production Drafting,TuTh 6:00PM - 7:25PM,02/04/2019 - 06/03/2019,Los Angeles Harbor College,DRAFT,"1111 Figueroa Place, Wilmington, CA 90744"
DRAFT 050,Production Drafting,TuTh 7:30PM - 8:55PM,02/04/2019 - 06/03/2019,Los Angeles Harbor College,DRAFT,"1111 Figueroa Place, Wilmington, CA 90744"
DRAFT 051,Tooling Drafting,TuTh 12:45PM - 2:10PM,02/04/2019 - 06/03/2019,Los Angeles Harbor College,DRAFT,"1111 Figueroa Place, Wilmington, CA 90744"
DRAFT 051,Tooling Drafting,TuTh 2:10PM - 3:35PM,02/04/2019 - 06/03/2019,Los Angeles Harbor College,DRAFT,"1111 Figueroa Place, Wilmington, CA 90744"
DRAFT 056,Automated Manufacturing,TuTh 6:00PM - 7:25PM,02/04/2019 - 06/03/2019,Los Angeles Harbor College,DRAFT,"1111 Figueroa Place, Wilmington, CA 90744"
DRAFT 056,Automated Manufacturing,TuTh 7:30PM - 8:55PM,02/04/2019 - 06/03/2019,Los Angeles Harbor College,DRAFT,"1111 Figueroa Place, Wilmington, CA 90744"
ENV 101,Foundations Of Design I,MoWe 12:10PM - 12:40PM,02/04/2019 - 06/03/2019,East Los Angeles College,ENV,"1301 Avenida Cesar Chavez, Monterey Park, CA 91754"
ENV 101,Foundations Of Design I,MoWe 12:40PM - 3:10PM,02/04/2019 - 06/03/2019,East Los Angeles College,ENV,"1301 Avenida Cesar Chavez, Monterey Park, CA 91754"
ENV 101,Foundations Of Design I,Mo 6:50PM - 7:55PM,02/04/2019 - 06/03/2019,East Los Angeles College,ENV,"1301 Avenida Cesar Chavez, Monterey Park, CA 91754"
ENV 101,Foundations Of Design I,Mo 7:55PM - 10:00PMWe 6:50PM - 10:00PM,02/04/2019 - 06/03/201902/04/2019 - 06/03/2019,East Los Angeles College,ENV,"1301 Avenida Cesar Chavez, Monterey Park, CA 91754"
ENV 101,Foundations Of Design I,TuTh 11:10AM - 11:40AM,02/04/2019 - 06/03/2019,Los Angeles Harbor College,ENV,"1111 Figueroa Place, Wilmington, CA 90744"
ENV 101,Foundations Of Design I,TuTh 11:50AM - 2:20PM,02/04/2019 - 06/03/2019,Los Angeles Harbor College,ENV,"1111 Figueroa Place, Wilmington, CA 90744"
ENV 101,Foundations Of Design I,TuTh 11:10AM - 2:20PM,02/04/2019 - 06/03/2019,Pierce College,ENV,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
ENV 101,Foundations Of Design I,TuTh 7:00AM - 8:05AM,02/04/2019 - 06/03/2019,LA Trade-Technical College,ENV,"400 W. Washington Blvd, Los Angeles, CA 90015"
ENV 101,Foundations Of Design I,TuTh 8:15AM - 9:40AM,02/04/2019 - 06/03/2019,LA Trade-Technical College,ENV,"400 W. Washington Blvd, Los Angeles, CA 90015"
ENV 102,Foundations Of Design II,Tu 12:10PM - 1:15PM,02/04/2019 - 06/03/2019,East Los Angeles College,ENV,"1301 Avenida Cesar Chavez, Monterey Park, CA 91754"
ENV 102,Foundations Of Design II,Tu 1:15PM - 3:20PMTh 12:10PM - 3:20PM,02/04/2019 - 06/03/201902/04/2019 - 06/03/2019,East Los Angeles College,ENV,"1301 Avenida Cesar Chavez, Monterey Park, CA 91754"
ENV 102,Foundations Of Design II,Tu 3:25PM - 9:55PM,02/04/2019 - 06/03/2019,Pierce College,ENV,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 105,Industrial Print Reading With GD&T,Tu 4:35PM - 6:40PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 105,Industrial Print Reading With GD&T,Th 4:35PM - 6:40PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 106,Applied Math For Technology,Tu 5:15PM - 6:20PM,02/04/2019 - 06/03/2019,East Los Angeles College,IND TEK,"1301 Avenida Cesar Chavez, Monterey Park, CA 91754"
IND TEK 106,Applied Math For Technology,Tu 6:20PM - 6:45PMTh 5:15PM - 6:45PM,02/04/2019 - 06/03/201902/04/2019 - 06/03/2019,East Los Angeles College,IND TEK,"1301 Avenida Cesar Chavez, Monterey Park, CA 91754"
IND TEK 130,Technology Of Metal Machining Processes I,Sa 8:00AM - 2:30PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 140,Fundamentals Of CNC Technology,TuTh 6:50PM - 10:00PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 161,Oxy-Acetylene Welding I,TuTh 5:45PM - 8:55PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 161,Oxy-Acetylene Welding I,MoWe 5:45PM - 8:55PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 161,Oxy-Acetylene Welding I,Sa 8:00AM - 2:30PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 162,Oxy-Acetylene Welding II,TuTh 5:45PM - 8:55PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 162,Oxy-Acetylene Welding II,MoWe 5:45PM - 8:55PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 162,Oxy-Acetylene Welding II,Sa 8:00AM - 2:30PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 230,Technology Of Metal Machining Processes II,Sa 8:00AM - 2:30PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 244,CNC Programming And Machine Operation - Lathe,MoWe 6:50PM - 10:00PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 248,CNC Programming And Machine Operation - Mill,TuTh 6:50PM - 10:00PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 261,Arc Welding I,TuTh 5:45PM - 8:55PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 261,Arc Welding I,MoWe 5:45PM - 8:55PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 261,Arc Welding I,Sa 8:00AM - 2:30PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 262,Arc Welding II,TuTh 5:45PM - 8:55PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 262,Arc Welding II,MoWe 5:45PM - 8:55PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 262,Arc Welding II,Sa 8:00AM - 2:30PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 330,Technology Of Metal Machining Processes III,Sa 8:00AM - 2:30PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 332,Projects Laboratory In Metal Machining Processes I,Sa 8:00AM - 2:30PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 346,CAM Programming Using Surfcam,MoWe 6:50PM - 10:00PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 361,Inert Gas Arc Welding I,TuTh 5:45PM - 8:55PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 361,Inert Gas Arc Welding I,MoWe 5:45PM - 8:55PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 362,Inert Gas Arc Welding II,TuTh 5:45PM - 8:55PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 362,Inert Gas Arc Welding II,MoWe 5:45PM - 8:55PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 444,Projects Laboratory--CNC Lathe Programming,MoWe 6:50PM - 10:00PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 448,Projects Laboratory--CNC Mill Programming,TuTh 6:50PM - 10:00PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 461,Advanced Arc Welding I,MoWe 5:45PM - 8:55PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 461,Advanced Arc Welding I,TuTh 5:45PM - 8:55PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 461,Advanced Arc Welding I,Sa 8:00AM - 2:30PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 462,Advanced Welding II,TuTh 5:45PM - 8:55PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 462,Advanced Welding II,MoWe 5:45PM - 8:55PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
IND TEK 462,Advanced Welding II,Sa 8:00AM - 2:30PM,02/04/2019 - 06/03/2019,Pierce College,IND TEK,"6201 Winnetka Avenue, Woodland Hills, CA 91371"
ST MAIN 202,Street Maintenance II,Fr 6:00PM - 9:10PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,ST MAIN,"400 W. Washington Blvd, Los Angeles, CA 90015"
REF A/C 100,Air Conditioning Project Management,Th 6:00PM - 9:10PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,REF A/C,"400 W. Washington Blvd, Los Angeles, CA 90015"
REF A/C 101,Air Conditioning And Refrigeration Principles And Practices-First Semester,Fr 7:00AM - 10:10AM,02/04/2019 - 06/03/2019,LA Trade-Technical College,REF A/C,"400 W. Washington Blvd, Los Angeles, CA 90015"
REF A/C 101,Air Conditioning And Refrigeration Principles And Practices-First Semester,MoTuWeTh 7:00AM - 12:05PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,REF A/C,"400 W. Washington Blvd, Los Angeles, CA 90015"
REF A/C 105,Solar Water & Pool Heating System Principles,Tu 6:00PM - 9:10PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,REF A/C,"400 W. Washington Blvd, Los Angeles, CA 90015"
REF A/C 123,Pipe And Tube Joining Processes,MoWe 7:00AM - 8:25AM,02/04/2019 - 06/03/2019,LA Trade-Technical College,REF A/C,"400 W. Washington Blvd, Los Angeles, CA 90015"
REF A/C 124,Refrigeration Electrical Circuits And Controls,MoTuWeTh 8:35AM - 12:45PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,REF A/C,"400 W. Washington Blvd, Los Angeles, CA 90015"
REF A/C 125,Refrigeration System Components,Fr 7:00AM - 10:10AM,02/04/2019 - 06/03/2019,LA Trade-Technical College,REF A/C,"400 W. Washington Blvd, Los Angeles, CA 90015"
REF A/C 133,Refrigeration Service Procedures I,MoWe 7:00AM - 12:05PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,REF A/C,"400 W. Washington Blvd, Los Angeles, CA 90015"
REF A/C 134,Service For Commercial Refrigeration,TuTh 7:00AM - 12:05PM,02/04/2019 - 06/03/2019,LA Trade-Technical College,REF A/C,"400 W. Washington Blvd, Los Angeles, CA 90015"
REF A/C 135,Air Conditioning And Refrigeration,Fr 7:00AM - 10:10AM,02/04/2019 - 06/03/2019,LA Trade-Technical College,REF A/C,"400 W. Washington Blvd, Los Angeles, CA 90015"
