"('occupational', 'therapists')","62"
"('care', 'center')","62"
"('ensign', 'services')","62"
"('hearing', 'exciting')","62"
"('exciting', 'opportunities')","62"
"('connects', 'please')","62"
"('currently', 'seeking')","61"
"('allied', 'health')","61"
"('written', 'communication')","61"
"('residents', 'families')","61"
"('provides', 'recruiting')","61"
"('services', 'operations')","61"
"('covenant', 'care')","61"
"('certified', 'nurses')","61"
"('care', 'patients')","60"
"('veteran', 'status')","60"
"('physical', 'exam')","60"
"('last', '12months')","60"
"('additional', 'information')","59"
"('dressing', 'grooming')","59"
"('health', 'center')","59"
"('medical', 'assistants')","59"
