,0,1,2,3
10,Licensed Vocational Nurse - Home Health -,ALL's WELL,"Fresno, CA","Job Description:
All's Well Healthcare Services is hiring experienced Licensed Vocational Nurse to work in a Home Health setting in Fresno, CA. The Home Health - LVN is responsible for providing professional nursing care; assessing, planning, implementing and evaluating the care of patients; supervises and delegates tasks as needed to professional and para-professional personnel. The Licensed Vocational Nurse coordinates activities for the successful operations of the department and maintains efficient department functions working closely with providers and staff.


Title: Home Health - LVN
Estimate Start Date: January 2019 ( Need to get complaint now)
Location: Fresno, CA
Shift: Variable
Pay Rate: $20 - $25 (DOE)


Requirements:
-High School Diploma / GED
-2+ years as an LVN
-2 + years of Home Health Exp.
-BLS
-CA LVN License
-TB (Must be within the year)
-Health Physical
-Immunization Records
-2 Professional References (Must be a direct supervisor who oversaw your day to day duties)
- Background Check
- Drug Test


Responsibilities:
? Provides professional nursing care to assigned patients.
? Assesses patient?s physical and emotional status, level of competency, home environment, safety factors, and family support available to assist with care and needs of patient.
? Assesses and evaluates patient/client?s status, reviews and implements plan of care.
? Observes patient for changes in condition and communicates/coordinates care with attending physician, RN, and clinical management team.
? Initiates and applies appropriate preventative, therapeutic and rehabilitative nursing procedures and techniques as ordered by the physician.
? Administers medications and intravenous solutions.
? Assists the patient with the activities of daily living and facilitates the patient?s efforts toward self-sufficiency and independence.
? Maintains patient clinical records and reports as required.
? Participates in on-call rotation as necessary.




We are an equal employment opportunity employer and will consider all qualified applicants without regard to race, color, religion, sex, sexual orientation, age (40 and over), gender identity, national origin, protected veteran status, disability or any other protected classification under federal and state law. You can view all of our jobs online at http://www.allswell.net/?sc=11&id=1303545

Job Experience:
,"
11,Nurse hourly 30 hours a week,Bethesda Lutheran Communities,"Fresno, CA","State Licensing Requirements (if applicable): * Active and current RN registration in good standing for the state(s) assigned to practice. Minimum Job Qualifications:Education and/or Experience: Must be a graduate of an approved Registered Nursing educational program, Bachelor's Degree preferred. Background in home health, community nursing, geriatrics, behavioral health, psychiatric nursing, and/or in the field of intellectual and/or developmental disabilities valuable.Certificates, Licenses or Registrations:Must have a valid driver's license and a clear driving record; must have cleared and approved criminal record check; must hold First Aid/CPR certification and/or instructor, or ability to obtain.Physical Demands:Must have ability to travel among assigned sites;. Able to assist with a two-person lift of an adult; Able to do frequent bending and lifting; push and pull 50 pounds. Frequent walking, bending, and stooping. Ability to perform CPR.Other Competencies (skills, abilities, behaviors):Must posses a commitment to the belief that all people have the right to dignity, respect, opportunity and full community inclusion. Willing to function as an advocate for individuals for whom care is provided. Must have strong communication and organizational skills. Basic knowledge and understanding of intellectual and developmental disabilities. Must have a philosophy that is consonant with the Mission, Vision, and Core Values of the Organization. Has a commitment to the team approach. Ability to work effectively with others, can demonstrate mature guidance, leadership, and flexibility . Eagerness to increase knowledge of nursing and of the care and treatment of individuals with intellectual and developmental disabilities. Knowledge and experience with electronic medical records and other computer operations. Good working knowledge and application of general nursing skills. If not currently certified, willingness and ability to complete Bethesda Lutheran Communities CPR course. Ability to provide essential training courses for Bethesda staff as mandated and directed by each state/region (such as Medication Administration.) Respect for the individuals supported and commitment to assist them in achieving their best possible health. Ability to work independently as well as collaboratively as needed.
JB.0.00.LN"
12,Locum Tenens Family Nurse Practitioner,All Medical Personnel Locum Tenens,"Fresno, CA","Family Nurse Practitioner, Adult Nurse Practitioner
Join a mission to improve the quality of health care in jails, prisons, and correctional facilities. Help the incarcerated leave their correctional period better educated and in the best health and condition possible to re-enter their communities as contributing members of society
Location: Fresno, CA area
Practice setting: Correctional Facility | Outpatient Clinic | ­Chronic Care Clinics for Hypertension Disorders, Diabetes, Asthma and Seizures
­
Dates: ASAP start-Ongoing
Shift times:­8a-5p
Ages seen: Adults only
DEA required: Yes
If you’re interested,
1) Please Email Resume to mycv@allmedstaffing.com
2) Call us at 817-803-3582
Visit us at locums.allmedstaffing.com to view our massive library of available locum tenens positions
If this is not the right fit for you, please forward this to a friend who might be interested. All Medical Personnel Locum Tenens offers a lucrative referral program. Learn more about our locums and permanent opportunities here - .

About All Medical:
All Medical Personnel Locum Tenens has a dedicated team of staffing professionals who are committed to making your locum tenens experience hassle-free. We represent providers in a variety of specialties that can assist with short- or long-term coverage needs at facilities nationwide. We will simplify the locum tenens process with a flexible and customized approach based on your needs. Our dedicated recruiters work hard to find an opportunity that meets your goals and needs. Our clients range from local medical offices to medical organizations nationwide. Whatever the focus of your medical career, we can help you find the perfect locum tenens opportunity."
13,Nurse Practitioner or Physician Assistant – Cardiothoracic Surgery Opportunity,Trinity Health,"Fresno, CA","Saint Agnes Medical Providers (SAMP) and Saint Agnes Medical Center (SAMC) have an excellent employment opportunity for a full time Cardiothoracic Surgery Nurse Practitioner or Physician Assistant to join a multi-specialty group practice located in Fresno, California.
Responsibilities for this opportunity will include but are not limited to the following:
Clinical Job Duties
Performing patient histories and physical exams
Handling daily patient rounds (including critical care), patient education and discharge summaries
Performing invasive procedures, such as thoracenteses, chest tube insertions, arterial lines.
1st and 2nd assist in OR, including vein harvesting
Uses knowledge of medical model to promote synergistic relationship between physician and PA
Has knowledge of the pharmacologic effects of vasoactive/ cardiotonic drugs, ventilator management and artificial cardiac devices
Performs duties of a primary care PA
Manages other disease entities frequently encountered in the cardiac population, namely hypertension, diabetes, COPD, asthma, hypothyroidism and others
Administrative Job Duties
Ensures all patients are received and treated in a courteous and professional manner
Assists in identifying and maintaining clinical patient literature and related patient education materials
Assists in researching, developing and implementing clinical projects as needed
Works with administration to ensure there is proper documentation and follow up with all patent complaints
Assists in developing methods and plans to increase patient referrals
Participates in company-sponsored activities in order to promote the practice and its providers
Assists in the implementation and maintenance of electronic medical record (EMR)
Assists in ensuring that the facilities are in compliance with codes/regulations and that they are conducive to quality patient care.
Participates in educational events in order to maintain and/or further develop clinical and administrative/leadership skills
Minimum required qualifications for these opportunities include:
Successful completion of an accredited NP or PA program
NP/PA Certification
State of California License
Active and Current DEA, ACLS and BLS Certification
This is an excellent opportunity for a Nurse Practitioner or Physician Assistant interested in practicing within an established multi-specialty group.

RECRUITMENT PACKAGE
This opportunity offers a competitive compensation and benefits package for the right providers including:
Base Salary 
Health, Dental, Vision, Life Insurance, Health Savings Account
401(k) Plan
Paid Time Off (PTO) Days
Malpractice Insurance and Tail Coverage
Relocation Expense Reimbursement
CME Allowance
 "
14,Nurse Practitioner/ Physician Assistant,Envision Physician Services - West RSC,"Marina del Rey, CA","Envision Physician Services is seeking Nurse Practitioners and Physician Assistants to join our team at Marina del Rey Hospital in Marina del Rey, CA, a coastal community near Los Angeles.
Envision Physician Services is a dynamic, physician-led organization which has been offering exceptional career opportunities since 1972. With more than 14,000 affiliated providers coast-to-coast, Envision Physician Services is nationally-recognized for delivering clinical excellence supported through innovation, integration and exceptional leadership.Whether you are considering full-time, part-time or independent contractor opportunities with Envision Physician Services, you can rest assured you will be working for an industry-leader who delivers a vast array of benefits unmatched within the industry, including:Physician-led organizationStrong leadership on a local, regional and national levelExceptional quality of practice backed by comprehensive support servicesOptimal staffing ratios and flexible scheduling options“A” rated professional liability insuranceExtensive variety of practice settings coast-to-coastCompetitive compensation including several benefit optionsOpportunities for professional development, mentoring and career advancementComprehensive education and training on leadership, management and clinical best practices, including a wide variety of CME programsColleague referral bonus program *Benefits vary by division, clinical specialty and employment status"
15,"Skilled Nursing Travel PT Needed in Madera, CA",Preferred Healthcare Staffing,"Madera, CA","Physical Therapist – Skilled Nursing

Job Summary
Skilled Nursing facilities in Madera, CA are looking for enthusiastic Physical Therapists to join their team for a 13-week travel assignment with the possibility to extend. Preferred’s physical therapists are experts in movement and function and take pride in their ability to assess and build treatment plans amongst a diverse patient population.

Still want to hear more? Ask us about our positions and start dates across the nation! We can help with temporary housing. For more information call 800-787-6787 or apply online today! Preferred Healthcare offers competitive salary and the best benefits in the industry. Come experience the Preferred difference in your career today.

Requirements
• PT State License
• BLS/CPR Certification
• 1 year of experience within the last 5 years

Responsibilities
• Demonstrate clinical reasoning in synthesizing complex evaluation data identifying diagnosis and developing a comprehensive plan of care.
• Perform age appropriate competency skills in area of practice and with respect to individual patient’s problems.
• Follow intervention protocols and alter plan of care appropriately.
• Discharge patient when goals have been met or medical necessity is no longer warrants intervention.
• Work cooperatively with supervisors and peers to contribute to the overall productivity of the team.
• Perform all duties promptly and responsibly in a competent and caring manner.

What We Offer
• Competitive pay package
• Comprehensive training
• Medical, dental, vision, and 401(k) matching
• Retirement planning and savings options
• Continuing Education discounts and reimbursement
• Ability to make an impact in the communities we serve

Physical Therapist
PT
Travel
Madera, CA
Competitive Salary
Physical Therapy
Best Benefits Position
Physical Therapy/ PT"
16,Travel: Skilled Nursing PT Opportunity in Central CA,CompHealth,"Reedley, CA","Immediate skilled nursing PT opportunity near Fresno, CA. Schedule is Monday-Friday. 36 hours/week guaranteed with the opportunity for 40 hours/week. SNF experience is required. Location within hours of San Francisco, Yosemite, and Sequoia National Park. Contact your CompHealth recruiter for more information today!
ASAP start
36 hours guaranteed
M-F schedule
SNF experience required
We provide complimentary housing and travel
We arrange and cover costs for licensing and malpractice
We simplify the credentialing and privileging process
We provide first day medical insurance and 401(K) match
Your personal recruiter handles every detail, 24/7"
17,Travel Registered Nurse RN Case Manager,OneStaff Medical,"FRESNO, CA","Date Posted:2018-12-18
Occupation Category: 29-1141.00 Registered Nurses
JOB DESCRIPTION
Travel Registered Nurse RN Case Manager
Location:FRESNO, California
Shift:  8 hour shifts
Start Date:  12/25/2018
Speciality:  RN - CASE MANAGEMENT
Hiring Organization:   OneStaff Medical

Description:

We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we’re here to stand by your side and help you find your dream assignment anywhere in this great country. We want the same like-minded, awesome candidates to travel with us. Be bold. Enjoy work again. Let us help.

Now back to what you’re here for; we’re looking for a Travel Registered Nurse RN Case Manager to join our family, and well, that’s you! So check this out…

Case Management Nurses coordinate long-term care for their patients. Their goal is to treat their patients at optimal times to keep them healthy and out of the hospital. As a Case Management Nurse, you’ll likely work with specific groups of patients. You can choose to specialize in treating people with diseases like HIV/AIDS or cancer, or you can work with patients of certain age groups like geriatrics or pediatrics. You’ll also research the latest treatment and procedures, and work with insurance companies to help your patients receive the best possible care in the most cost-effective way.
Experience Requirements:
Minimum 1 year of current work experience in Travel Registered Nurse RN Case Manager
California state Healthcare Provider license or willing to obtain
This position may require one or more of these certifications: BLS & possibly others
Benefits:
Are you in? Do we need to further convince you why OneStaff Medical is your ideal travel partner? How about:
A dedicated expert (our recruiter) to be by your side 24/7; every step of the process, and to ensure you get exactly what you are looking for!
All the good stuff like; Medical/Dental/Vision Insurance & 401K
Dream assignments all across the country; from sunny California, down to sun-kissed Florida, we got ‘em!
Travel reimbursement as part of your weekly pay!
Licensure and certification reimbursement to our return travelers, when needed for new assignments!
Some hot-hot-hot referral bonuses! (uh hum, so travel w/ an amigo(a) and get paid $500!)

…and FREE super soft premium scrubs through our partners, FIGs scrubs, to all of our loyal return nurses!
If you have questions about details on this assignment, fill out a QUICK APPLY and one of our recruiting specialists will reach out promptly to talk you through it all.
Contract"
18,"Nurse Practitioner (Casual) (CA, Fresno)",AseraCare,"Fresno, CA","JOB ADVERTISEMENT
You're more than a Nurse Practitioner at AseraCare Hospice. With your vast experience, you know quality care and that's why we've entrusted you to join together with a team of spiritual care coordinators, social workers and counselors. That's because we know you'll go to any length for our patients during their end-of-life journey. You'll ensure patients receive care on a variety of levels because at AseraCare Hospice, we consider the whole patient. That's why you'll participate in our interdisciplinary approach while simultaneously leading by example and setting only the highest standards. You'll engage with the patient's entire family to help them and other caregivers understand and support the process. You'll see your impact in this highly valuable role every day, as you adjust to new working environments and make a profound difference in the lives you touch. We are looking for qualified and compassionate candidates with considerable nursing experience. You are independent, flexible, a leader and ready to inspire our talented medical professionals to uphold our promise of quality care.
GENERAL PURPOSE
Practices independently and in collaboration with appropriate physicians to provide primary care to patients and oversees, conducts and/or completes all required visits and documentation in accordance to CMS hospice regulations for face-to-face encounter visits. Assists in the evaluation and treatment of patients. Provides patient education and trains other health care professionals in a variety of settings. Makes applicable clinical recommendations to nursing staff to address the medical needs of the patients.
ESSENTIAL JOB DUTIES
Physical Assessment and Diagnosis
Provide direct clinical care to patients within established clinical guidelines.
Conducts patient interviews, and collects and interprets diagnostic data.
Holistically assesses patients' disease trajectory to provide accurate clinical data to determine hospice eligibility.
Treatment
Participate in recommendations for improved medical care management, ordering medications, laboratory test, diagnostic studies, consults, etc. when appropriate.
Encourage open communication between the IDG team members, patient and family that ensures their end of life goals of care are met and/or ensures quality outcomes.
Assess and prioritize patient needs, place orders and communicate with medical staff, nursing staff, social services, therapy, dietary, consultants, referring and primary care physicians as well as the hospice Medical Director to coordinate patient's plan of care.
Participate and lead (as appropriate) patient and family meetings.
Encourage the patient and family to play a central and active role in the establishment of goals of care and end of life needs.
Care Management and Documentation
Completes all documentation in accordance to regulatory and company policy including but not limited to purpose of patient visits made e.g., face-to-face encounter for hospice eligibility or medical purposes.
Identify and mitigate ???high risk??? patients for readmission to acute care.
Track, evaluate, recommend and implement dispositions to reduce causes for live discharges as related to clinical care/symptom management issues.
Collaborate with medical team as appropriate including consult on test/lab results as appropriate.
Collaborate with delegating physician to manage prescriptions
Respond to phone calls with medical team, agency staff, IDG, patient and /or family following successful transition and or F2F encounter visits.
Document phone calls and/or interventions in patient medical record via point of care or other as appropriate.
Coordinate patient lists for all eligible and/or required visits.
Collaborate on all new admissions or transfers.
Fully document all aspects of patient care, and complete all required paperwork for administrative purposes.
Medication Reviews
Collaborate with physicians/pharmacy with goal of reducing unnecessary polypharmacy to reduce harm while also providing necessary documentation to support appropriate medication use.
CODE OF CONDUCT
Must adhere to the Company's Code of Conduct and Business Ethics policy including documentation and reporting responsibilities"
19,Acute Registered Nurse,American Renal Associates,"Madera, CA","American Renal Associates, a national provider of quality dialysis services with the highest retention rate the industry, is accepting applications for the following position located in Madera, CA:


Acute Registered Nurse

We are seeking a qualified Registered Nurse for the Madera Acute Program. Hemodialysis experience is required. Must be a graduate of an accredited school of nursing. Current CPR certification and CA state RN license required. This is a full time position.

Why Choose American Renal Associates:
We do not cap salaries
Annual raises significantly above industry average
American Renal Associates recognizes your most recent dialysis experience in calculating your paid time off accrual meaning no loss of vacation time for longevity
Starting salaries for experienced staff above the industry average
We offer competitive salaries, plus excellent health, company paid life insurance, and no charge disability benefits (long term and short term) as well as a generous paid time off policy that recognizes your most recent, direct dialysis experience.

Please e-mail or fax resume to:
Gladys Gonzalez, Clinic Manager
E-mail: gmgonzalez@americanrenal.com
Fax: 559-673-5277

DFWP/ EOE. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, citizenship, disability or protected veteran status.

All inquiries will be held in strict confidence.

www.americanrenal.com"
20,"Registered Nurse -Labor and Delivery in Fresno, CA",CoreMedical Group,"Fresno, CA","Job Details
RN, Registered Nurse, Labor and Delivery-Nights
Near Fresno California
Seeking a highly passionate and skilled RN's!
   L&D
21-bed LDR, 2 OR's, 2-bed PACU, 7-bed OB Triage, 4 bed Antenatal Testing Unit.  Over 4500 delivers per year.  Latest technology and including Labor Coach program, 24/7 OB anesthesia on site, lactation services, In-house Pediatric Hospitalist, Nenatolgists, respiratory services all 24/7.  Ratio:  2:1  Rrequirements:  CA RN license, and BLS, BSN preferred,  NCC preferred, L& D experience preferred. 
400 Bed Hospital
Teaching Hospital
Level 3 Trauma 
FINANCIALLY SOUND, Clinical strong
Complete remodel and built out to 74 beds
For more information please contact:  
For more information contact:
Nicole Richards
Sales Development Lead | CoreMedical Group
3000 Goffs Falls Rd., Suite 101, Manchester, NH 03103
p: 800.995.2673 x1534 | f: 866.420.1055
Nicole.Richard@CoreMedicalGroup.com
    CoreMedical Group is a nationally recognized leader in the medical recruitment and employment industry. Here are some of the FREE & CONFIDENTIAL services you will receive when searching for that next permanent position.
We will provide you with input, advice and expertise during the discovery phase in finding your new position.
We will help you customize your resume for maximum effect.
We will be your agent during the, often uncomfortable ""marketing"" phase of your search.
We will set up your interview, while providing you tips and suggestions tailored towards winning you the position.
We will provide you with streamlined communication and feedback from, sometimes hard to contact, hiring managers.
We will provide you with market input for offer consideration.
At CoreMedical Group, we will prep you for your interview, negotiate the best rate, assist in the state licensing process, provide local realty contacts, and do our best to ensure your interview/relocation experience is stress-free."
21,Registered Nurse First Assist RNFA,Clinical Management Consultants,"Clovis, CA","A fantastic and exciting career opportunity for Registered Nurse First Assistant RNFA is now available with a reputable non-profit community hospital in beautiful and sunny Central Valley of California!

The Registered Nurse First Assistant RNFA will be part of a locally based and locally-managed non-profit healthcare organization that is known for providing the community with quality services for the past 60 year. The 200 plus bed hospital is a center of excellence for perinatal and cardiac services.

The RN First Assist will join a dynamic Perioperative Services team that is nationally recognized. The Operating Room has 65 full time employees and 8 Operating suites. The Surgical RNFA will report to the Surgical Service Nurse Manager, who in turn reports to the Director of Perioperative Services. In addition, there are 3 other Registered Nurse First Assists who collaborate on this role.

The department itself is incredibly busy, performing over 7,500 inpatient and outpatient surgeries every year. Most procedures are either Orthopedic or General surgery, with some Cardiovascular and Neurosurgery.

Due to the incredibly fast pace of this unit, the perfect RN First Assist should have an inpatient hospital background. The hospital is also seeking a very caring and compassionate individual who is a team player and prioritizes the patient above all else.

The hospital's strategic location within California offers close proximity to beautiful national parks and countless other outdoor activities. If you are an RNFA who is looking to make an immediate impact upon a community and touch thousands of lives, then this is the role for you. Join now!

monsterboost5000"
